alpha,calibration_rows_read,clipped_eigenvalues,condition,decision_sets,effective_rank,eligible,entangle,feature_scale,final_test_rows_read,fold_count,gamma,gamma_multiplier,ineligible_folds,kernel_target_alignment_fqk,kernel_target_alignment_q01b,landmarks,layers,maximum_negative_eigenvalue,mean_fold_nrmse,mean_regret_m_s,minimum_eigenvalue_before_clip,model_view,off_diagonal_mean,off_diagonal_q05,off_diagonal_q95,off_diagonal_std,pooled_oof_nrmse,pooled_oof_rmse,projection_id,qubits,regularized_condition_number,seed_index,status,track_id,validation_rows,wall_time_s,auroc,expected_calibration_error,false_negative_rate,false_positive_rate,pooled_oof_brier,precision_at_0_5,predicted_feasible_rate,recall_at_0_5
1.0,0,0.0,1024_shots,,15.516769875880138,True,False,1.0,0,5,0.05553213232681079,0.25,[],0.1549059434552577,0.1889462463310395,256,1,0.0,,,1.0761568457740374e-06,projected,0.7804929621962984,0.6128373720494513,0.9568841160591528,0.10250391592146339,,,PX-03,8,804.2418518095194,16,complete,FQK,39000,0.9449222999974154,0.7427409265275722,0.10317906392752005,0.8926874492988759,0.08705673175068322,0.1559898907876718,0.2593837535014006,0.09153846153846154,0.10731255070112411
1.0,0,0.0,1024_shots,,15.540497948674522,True,False,1.0,0,5,0.05554820070106832,0.25,[],0.15436985579183038,0.18863945574329727,256,1,0.0,,,1.2295548453344567e-06,projected,0.7804764928475689,0.6128447693301319,0.9568553621523896,0.10248863964845298,,,PX-03,8,804.1982181903562,17,complete,FQK,39000,0.9257535999640822,0.742490641642378,0.1108493697456483,0.8963958743771004,0.08603602120443844,0.15643930171805648,0.2549187339606501,0.08992307692307693,0.10360412562289953
1.0,0,0.0,1024_shots,,15.57513190551719,True,False,1.0,0,5,0.055544118181173704,0.25,[],0.1550476711722504,0.1887813865728855,256,1,0.0,,,1.181484561385258e-06,projected,0.780545290075674,0.6129386911032146,0.9569739697773343,0.1024117310961774,,,PX-03,8,804.2665170353954,18,complete,FQK,39000,0.9539287999505177,0.7420177761584394,0.11109395700256368,0.8940781087032101,0.08590431661782622,0.1565558693745737,0.25943797899517457,0.09033333333333333,0.10592189129678989
1.0,0,0.0,1024_shots,,15.539824291415385,True,False,1.0,0,5,0.05551766746276952,0.25,[],0.1549464787399164,0.1885727764475067,256,1,0.0,,,1.1714854821719468e-06,projected,0.7805232211343587,0.6130540373518745,0.9567764263660745,0.10244610438272994,,,PX-03,8,804.2554813712843,19,complete,FQK,39000,0.9027649000054225,0.7433561291983837,0.09891071854002026,0.8963958743771004,0.08527871983141813,0.15550422654274765,0.256601607347876,0.08933333333333333,0.10360412562289953
1.0,0,0.0,1024_shots,,15.53313800627769,True,False,1.0,0,5,0.05551060001508849,0.25,[],0.15443903336055795,0.18863514206001258,256,1,0.0,,,1.0283496887395235e-06,projected,0.7805538080116489,0.6131682022377356,0.9567803249849283,0.10241522162950285,,,PX-03,8,804.2879034332491,20,complete,FQK,39000,0.9615667999023572,0.741699897087953,0.09167620193362298,0.8975547572140457,0.0865299134042343,0.15563121555905277,0.2517084282460137,0.09005128205128204,0.10244524278595434
1.0,0,0.0,4096_shots,,15.43620295561366,True,False,1.0,0,5,0.055674588675842226,0.25,[],0.1549198522196265,0.1890539869748186,256,1,0.0,,,2.6215129421341465e-07,projected,0.7805351429243252,0.6127795743313451,0.9573025930186256,0.10264802404376569,,,PX-03,8,804.363656309259,1,complete,FQK,39000,0.926475600048434,0.7428568815869727,0.11233409857462588,0.8957005446749333,0.08577261203121399,0.1561421159905886,0.25677603423680456,0.08987179487179488,0.10429945532506664
1.0,0,0.0,4096_shots,,15.414349440327104,True,False,1.0,0,5,0.055681084297081115,0.25,[],0.15479498215929563,0.18902879853686133,256,1,0.0,,,2.6121411066317923e-07,projected,0.7805294327913623,0.6128254914466834,0.9572729318672403,0.10265421346372901,,,PX-03,8,804.3637397299611,2,complete,FQK,39000,0.9492046000086702,0.7436701047518892,0.11019036752876517,0.8914126781782362,0.08814329459023411,0.15593547949078568,0.2592695074709463,0.09266666666666666,0.10858732182176382
1.0,0,0.0,4096_shots,,15.395951827817877,True,False,1.0,0,5,0.055685020541728025,0.25,[],0.15493553893398174,0.18888279551164067,256,1,0.0,,,1.2908982946117626e-07,projected,0.7805548736579426,0.6128555941796149,0.9572786218909725,0.10263512972670245,,,PX-03,8,804.3904007793836,3,complete,FQK,39000,0.9248277999577112,0.7433928214948509,0.11276493835893402,0.8918762313130143,0.08643113496427512,0.15615781159846467,0.2622259696458685,0.09123076923076923,0.10812376868698574
1.0,0,0.0,4096_shots,,15.421678633212778,True,False,1.0,0,5,0.05567428659092734,0.25,[],0.15489881186649138,0.18901768267946212,256,1,0.0,,,4.4643900448334353e-07,projected,0.7805708963977247,0.6128065847418536,0.9573510847336782,0.10263672196554366,,,PX-03,8,804.3997387819539,4,complete,FQK,39000,0.9242206999333575,0.7425570147861904,0.11323008140504012,0.8944257735542936,0.08728721477725462,0.15648323359785904,0.2557551937113981,0.09133333333333334,0.10557422644570634
1.0,0,0.0,4096_shots,,15.430404368125483,True,False,1.0,0,5,0.055686137809516534,0.25,[],0.15480250382917088,0.1889147588534206,256,1,0.0,,,4.5328389900944654e-07,projected,0.7805143514468403,0.6126665575773165,0.95727210531479,0.10266723736844705,,,PX-03,8,804.3464952154605,5,complete,FQK,39000,0.9083263999782503,0.7437369071680969,0.11164193022999257,0.8910650133271526,0.08758355009713213,0.15598710975074168,0.2611111111111111,0.09230769230769231,0.10893498667284737
1.0,0,0.0,4096_shots,,15.380980628109558,True,False,1.0,0,5,0.0556917079512278,0.25,[],0.15485677970006279,0.1887834961074556,256,1,0.0,,,5.743288795859013e-07,projected,0.7805312442828003,0.6128528556354527,0.957217462095608,0.10263380032213058,,,PX-03,8,804.3585623996643,6,complete,FQK,39000,0.9145116000436246,0.7437675915589083,0.1109173807737234,0.8911809016108472,0.08853840835007079,0.15599400926160845,0.25882028665931645,0.09302564102564102,0.10881909838915285
1.0,0,0.0,4096_shots,,15.427344078736974,True,False,1.0,0,5,0.05567093050502177,0.25,[],0.15484779234275142,0.18898074475133161,256,1,0.0,,,2.202056467671433e-07,projected,0.7805710429382662,0.6128614341912314,0.9573048835796968,0.10264176999440862,,,PX-03,8,804.4028506140206,7,complete,FQK,39000,0.9155104000819847,0.7426856419666981,0.11337963210999914,0.8922238961640978,0.08814329459023411,0.15633093442635068,0.25783199334627116,0.0924871794871795,0.10777610383590219
1.0,0,0.0,4096_shots,,15.424399679052295,True,False,1.0,0,5,0.05567203500224495,0.25,[],0.15499595092243282,0.188911220269592,256,1,0.0,,,2.407969053682663e-07,projected,0.7805642156046797,0.61280321701772,0.9573040241982065,0.10262281971206362,,,PX-03,8,804.393160307524,8,complete,FQK,39000,0.8890715999295935,0.7418497551271905,0.11298625360444421,0.8922238961640978,0.08827499917684634,0.15655166578045565,0.25754638604264746,0.09258974358974359,0.10777610383590219
1.0,0,0.0,4096_shots,,15.371349409559523,True,False,1.0,0,5,0.055672944955995986,0.25,[],0.15480871800726134,0.18870030043301636,256,1,0.0,,,3.135450324312275e-07,projected,0.7805149603302514,0.6128166667436734,0.957271560332907,0.10263982561558312,,,PX-03,8,804.3432086063062,9,complete,FQK,39000,0.9120913001243025,0.744214567147721,0.11157917738422897,0.8929192258662649,0.08656283955088737,0.1558922544936372,0.26006191950464397,0.09110256410256411,0.10708077413373508
1.0,0,0.0,4096_shots,,15.383255015372246,True,False,1.0,0,5,0.05569370887471996,0.25,[],0.15477964643236258,0.18874903599399678,256,1,0.0,,,1.4467709123422643e-07,projected,0.7805248565865646,0.6128891365225999,0.9572919991031084,0.10262708129156457,,,PX-03,8,804.3527392420953,10,complete,FQK,39000,0.8975102999247611,0.7440748761866801,0.10914402225042481,0.8909491250434581,0.08807744229692799,0.1558696796613675,0.26023230088495575,0.09271794871794872,0.1090508749565419
1.0,0,0.0,4096_shots,,15.420527942558072,True,False,1.0,0,5,0.055673540224848474,0.25,[],0.1548648375544636,0.1887445827221941,256,1,0.0,,,4.2739848508904554e-07,projected,0.7805325791074716,0.6127968224822264,0.957372914255856,0.10263880306318744,,,PX-03,8,804.3630998123817,11,complete,FQK,39000,0.9292062000604346,0.7423629035326977,0.11371875950749895,0.8896743539228184,0.08867011293668302,0.15660094968367058,0.26117969821673526,0.09346153846153846,0.1103256460771816
1.0,0,0.0,4096_shots,,15.40734991115138,True,False,1.0,0,5,0.05570210871177791,0.25,[],0.1547189277551553,0.18867539942385725,256,1,0.0,,,3.400291805877454e-07,projected,0.7804994646966705,0.61277443290274,0.9573031330670352,0.1026817127173476,,,PX-03,8,804.3337283128169,12,complete,FQK,39000,0.9077245999942534,0.7429693719411743,0.10967470785672158,0.8906014601923745,0.08870303908333607,0.15603543381209653,0.2594832325453546,0.09328205128205128,0.10939853980762546
1.0,0,0.0,4096_shots,,15.406742372891717,True,False,1.0,0,5,0.055674993621633515,0.25,[],0.1550079257515199,0.1888966402364723,256,1,0.0,,,4.1775813854578163e-07,projected,0.7805228595923351,0.6127776512334464,0.9573412785299439,0.10265945631727853,,,PX-03,8,804.3561620871078,13,complete,FQK,39000,0.9387504999758676,0.7441985123601393,0.11237170054314267,0.890253795341291,0.0876823285370913,0.15597618069679733,0.2623268698060942,0.09256410256410257,0.109746204658709
1.0,0,0.0,4096_shots,,15.419087869433138,True,False,1.0,0,5,0.05568703264564101,0.25,[],0.1550034776476367,0.18886734269005992,256,1,0.0,,,2.2028597702073427e-07,projected,0.780522443116838,0.6128369572385572,0.9572899611870659,0.10264537143207382,,,PX-03,8,804.3553290225218,14,complete,FQK,39000,0.9136689999722876,0.7432715148395899,0.10743589857866649,0.8925715610151813,0.08761647624378519,0.15585614764623332,0.2583612040133779,0.092,0.10742843898481863
1.0,0,0.0,4096_shots,,15.424487169184053,True,False,1.0,0,5,0.055683926665713965,0.25,[],0.15490613917862678,0.18881585362445252,256,1,0.0,,,3.970970867919024e-07,projected,0.7805617538843516,0.6128745775855144,0.9573589684397408,0.10263759299516735,,,PX-03,8,804.391147024545,15,complete,FQK,39000,0.9813485000049695,0.7421414791076044,0.11338024683508861,0.8911809016108472,0.08820914688354022,0.15659209215826578,0.2595356550580431,0.09276923076923077,0.10881909838915285
1.0,0,0.0,4096_shots,,15.401114514052693,True,False,1.0,0,5,0.05569662831569168,0.25,[],0.15482804407848505,0.1889735935106584,256,1,0.0,,,2.66371638504503e-07,projected,0.780543396375388,0.6127653424167436,0.9573330660100254,0.10266775865125251,,,PX-03,8,804.3804636843968,16,complete,FQK,39000,0.9028507000766695,0.7436754811501549,0.1118651842344297,0.8926874492988759,0.08656283955088737,0.15604989004814188,0.26047819971870606,0.09115384615384615,0.10731255070112411
1.0,0,0.0,4096_shots,,15.422409449201126,True,False,1.0,0,5,0.05567640414259739,0.25,[],0.15495611107890325,0.18899234758628675,256,1,0.0,,,3.9868328213702406e-07,projected,0.780572806280915,0.6128038348344954,0.9573496350842017,0.10264178353515727,,,PX-03,8,804.3997364001696,17,complete,FQK,39000,0.9233538999105804,0.7441765393371352,0.11139270687686387,0.8934986672847375,0.0865299134042343,0.15585326565758134,0.2590921905835918,0.09094871794871795,0.10650133271526249
1.0,0,0.0,4096_shots,,15.452490264308096,True,False,1.0,0,5,0.055697083193773644,0.25,[],0.15504376222030986,0.18898713131511044,256,1,0.0,,,4.91031177659481e-07,projected,0.7805258464653206,0.6125830734488691,0.9573862014142911,0.10269045236344032,,,PX-03,8,804.3573752604646,18,complete,FQK,39000,0.949152100016363,0.742201729873122,0.11301506110887631,0.89048557190868,0.08834085147015244,0.15651464715825994,0.2604740904079383,0.09302564102564102,0.10951442809131996
1.0,0,0.0,4096_shots,,15.42791962095759,True,False,1.0,0,5,0.05568916064059302,0.25,[],0.15479314759073812,0.1887824180166293,256,1,0.0,,,4.174763328504193e-07,projected,0.7805479193616907,0.6128921020624867,0.9573190773244731,0.1026202281674445,,,PX-03,8,804.3781548819929,19,complete,FQK,39000,0.9337330999551341,0.742818756474644,0.11296477848335772,0.8909491250434581,0.08764940239043825,0.15631654536251385,0.2611712461837358,0.09238461538461538,0.1090508749565419
1.0,0,0.0,4096_shots,,15.413278099501639,True,False,1.0,0,5,0.055695760686716556,0.25,[],0.15493003389480195,0.1886608045600519,256,1,0.0,,,2.5558161485816804e-07,projected,0.780530157533238,0.612774562673299,0.9573121838412899,0.1026581738750701,,,PX-03,8,804.3655312615712,20,complete,FQK,39000,0.9239993999362923,0.7436367321619451,0.11157530285748962,0.8916444547456253,0.08778110697705048,0.15612727697125955,0.25965009719522353,0.09233333333333334,0.10835554525437478
1.0,0,0.0,fixed_gate4_noise_model,,15.436587873473774,True,False,1.0,0,5,0.061059572792036776,0.25,[],0.15483337606591738,0.18907839197376278,256,1,0.0,,,2.451204214171476e-07,projected,0.7805131215810914,0.6128499338692498,0.957291661636386,0.10262582439379912,,,PX-03,8,804.3339862253254,1,complete,FQK,39000,0.9478721000486985,0.7432085129149884,0.11150650404672403,0.8915285664619307,0.08689210101741793,0.1561692479213809,0.26181818181818184,0.09166666666666666,0.1084714335380693
1.0,0,0.0,fixed_gate4_noise_model,,15.4175864720471,True,False,1.0,0,5,0.061052198345788636,0.25,[],0.15483446996772804,0.1887954937029138,256,1,0.0,,,5.562825017279219e-07,projected,0.7805676470370095,0.6128414583498577,0.9573171487550942,0.10262419309817986,,,PX-03,8,804.3923515570547,2,complete,FQK,39000,0.9247141000232659,0.74312909752187,0.10855668825726787,0.8922238961640978,0.08778110697705048,0.15599786889228792,0.25862068965517243,0.0922051282051282,0.10777610383590219
1.0,0,0.0,fixed_gate4_noise_model,,15.398875347524106,True,False,1.0,0,5,0.06106560890844972,0.25,[],0.1549703545985721,0.1887769624711411,256,1,0.0,,,2.0412688870860963e-07,projected,0.7805149812982778,0.6127782488381867,0.9572922693165238,0.10265004317009829,,,PX-03,8,804.3458739281265,3,complete,FQK,39000,0.8939351999433711,0.7423693884076817,0.11336908464287104,0.8925715610151813,0.08784695927035659,0.1565128171983014,0.25785813630041726,0.09217948717948718,0.10742843898481863
1.0,0,0.0,fixed_gate4_noise_model,,15.429327882180985,True,False,1.0,0,5,0.06104597365777501,0.25,[],0.15491117331306747,0.18870804990119633,256,1,0.0,,,5.032319222677777e-07,projected,0.7805110562854463,0.6127265638623502,0.9572947453131684,0.10263987718738918,,,PX-03,8,804.332597042438,4,complete,FQK,39000,0.9698647999903187,0.7433641270200761,0.11207139476979046,0.8940781087032101,0.08600309505778539,0.15606916295095843,0.25921724333522406,0.0904102564102564,0.10592189129678989
1.0,0,0.0,fixed_gate4_noise_model,,15.429126860518243,True,False,1.0,0,5,0.06106072407785399,0.25,[],0.15482891512578484,0.188981569754254,256,1,0.0,,,4.552271470094408e-07,projected,0.7805351732714064,0.6127331421264361,0.9573047663632884,0.10264983147218436,,,PX-03,8,804.3568821351616,5,complete,FQK,39000,0.9159963998827152,0.7439022800656365,0.11096584471240502,0.8919921195967088,0.08758355009713213,0.15598002415202503,0.2594654788418708,0.09210256410256411,0.10800788040329122
1.0,0,0.0,fixed_gate4_noise_model,,15.381522158099449,True,False,1.0,0,5,0.0610331743697875,0.25,[],0.1548179720511793,0.18896832254231163,256,1,0.0,,,6.316820229922062e-07,projected,0.7806171196826955,0.6130320788687056,0.9573521511063126,0.10260378977661129,,,PX-03,8,804.4380908023415,6,complete,FQK,39000,0.9083701000199653,0.7443017876669232,0.11092778166117871,0.89048557190868,0.08837377761680551,0.15585590127641216,0.2604023146872417,0.09305128205128205,0.10951442809131996
1.0,0,0.0,fixed_gate4_noise_model,,15.4259745566574,True,False,1.0,0,5,0.061075495799695546,0.25,[],0.15500682079086564,0.18898432250176228,256,1,0.0,,,3.11803512748316e-07,projected,0.7805350231991609,0.6128854033455619,0.9573283405747626,0.10263796256331419,,,PX-03,8,804.3568276899505,7,complete,FQK,39000,0.897229100111872,0.742732642524283,0.11206059470924713,0.8914126781782362,0.08820914688354022,0.1561908167702014,0.2591261061946903,0.09271794871794872,0.10858732182176382
1.0,0,0.0,fixed_gate4_noise_model,,15.434792657315683,True,False,1.0,0,5,0.06107545405105275,0.25,[],0.15484245409574166,0.18889397651517012,256,1,0.0,,,3.3976436579986944e-07,projected,0.7804801618477764,0.6127228483005134,0.9572228290047265,0.10266122174767507,,,PX-03,8,804.3055674810828,8,complete,FQK,39000,0.9169115999829955,0.7427841590274655,0.11077167372449395,0.8892108007880404,0.08880181752329525,0.1562692462020063,0.2617027101012866,0.09366666666666666,0.11078919921195968
1.0,0,0.0,fixed_gate4_noise_model,,15.379018599956959,True,False,1.0,0,5,0.06107437502772265,0.25,[],0.15465725295099514,0.1888689662974691,256,1,0.0,,,4.6225258587751465e-07,projected,0.7805015283892942,0.6127131296453915,0.9573142773912402,0.10265603366687423,,,PX-03,8,804.3275283424373,9,complete,FQK,39000,0.9396605000365525,0.743399850114869,0.11061295797206423,0.8908332367597636,0.08807744229692799,0.1561063910282871,0.26043682609897706,0.09274358974358975,0.10916676324023641
1.0,0,0.0,fixed_gate4_noise_model,,15.391791524099057,True,False,1.0,0,5,0.061074309406410884,0.25,[],0.15504539749112028,0.18884058021243086,256,1,0.0,,,2.8237468466891166e-07,projected,0.7805197040067128,0.6128037505557707,0.9572609261070391,0.1026462152893649,,,PX-03,8,804.3494942720108,10,complete,FQK,39000,0.9320754999644123,0.742002671493759,0.1129460988820715,0.8907173484760691,0.08791281156366271,0.15650953924798308,0.26100193744810407,0.09264102564102564,0.10928265152393093
1.0,0,0.0,fixed_gate4_noise_model,,15.427180620809079,True,False,1.0,0,5,0.061075107301016174,0.25,[],0.15478459519292156,0.18883438531286295,256,1,0.0,,,4.483989351832803e-07,projected,0.7805612559181652,0.6129112955256658,0.9573455004463713,0.1026237458965575,,,PX-03,8,804.3875911063622,11,complete,FQK,39000,0.9040469999890774,0.7436294001894347,0.10422634386401718,0.89048557190868,0.08738599321721378,0.1558058219440132,0.2625729369269241,0.09228205128205129,0.10951442809131996
1.0,0,0.0,fixed_gate4_noise_model,,15.410988719299832,True,False,1.0,0,5,0.061086341145250925,0.25,[],0.15477833472793717,0.18867973567228016,256,1,0.0,,,3.859093339937482e-07,projected,0.7805097037142821,0.6127134421695619,0.9573655277476838,0.10268088011919382,,,PX-03,8,804.3369645034932,12,complete,FQK,39000,0.8934390000067651,0.7444627152103257,0.10878225593725664,0.8922238961640978,0.08758355009713213,0.15580610722895327,0.2590529247910863,0.09205128205128205,0.10777610383590219
1.0,0,0.0,fixed_gate4_noise_model,,15.408097768957125,True,False,1.0,0,5,0.06103744073775598,0.25,[],0.1550161640687359,0.1888023579488772,256,1,0.0,,,3.331215025023411e-07,projected,0.7805576648692734,0.6129329183973946,0.9572581192188221,0.10261022741297836,,,PX-03,8,804.381189436365,13,complete,FQK,39000,0.9591136999661103,0.7427776722446043,0.11206270010417932,0.8903696836249855,0.08896644825656054,0.15631254107569353,0.2593201754385965,0.09353846153846154,0.10963031637501448
1.0,0,0.0,fixed_gate4_noise_model,,15.424258762568723,True,False,1.0,0,5,0.061062861199445984,0.25,[],0.1548696849488378,0.1889118213796895,256,1,0.0,,,3.536017513251202e-07,projected,0.78053203643931,0.6128184082667525,0.9572694127175391,0.10262952573557182,,,PX-03,8,804.3593059046007,14,complete,FQK,39000,0.8969469000003301,0.743249658197102,0.1121343862300167,0.8945416618379882,0.08590431661782622,0.15608340207597443,0.25859619210002843,0.09023076923076923,0.10545833816201182
1.0,0,0.0,fixed_gate4_noise_model,,15.430795938351528,True,False,1.0,0,5,0.061089018713395594,0.25,[],0.15478440694868895,0.18889767806412064,256,1,0.0,,,4.86860453129414e-07,projected,0.7805359338481506,0.6127846260218635,0.9573641330584236,0.10266460997557228,,,PX-03,8,804.3650040069292,15,complete,FQK,39000,0.9220796000445262,0.7432406396610476,0.11148553027125763,0.8912967898945416,0.08817622073688716,0.1560941890764351,0.2594026548672566,0.09271794871794872,0.10870321010545834
1.0,0,0.0,fixed_gate4_noise_model,,15.404473951351239,True,False,1.0,0,5,0.06106125455630397,0.25,[],0.15473159308611742,0.18890771875334578,256,1,0.0,,,3.820276607705164e-07,projected,0.780521714764353,0.6128257297927087,0.9573368465740328,0.10263677934396895,,,PX-03,8,804.3525000583035,16,complete,FQK,39000,0.9048229999607429,0.7442798031966554,0.1011360083467986,0.8894425773554294,0.08797866385696881,0.15559793882316422,0.26309983452840596,0.09297435897435898,0.11055742264457064
1.0,0,0.0,fixed_gate4_noise_model,,15.42421294730814,True,False,1.0,0,5,0.06106297866477313,0.25,[],0.15491886557887696,0.18896275407399196,256,1,0.0,,,4.1687403719692524e-07,projected,0.7805312711313719,0.6127868834472814,0.9573099930959106,0.10264333315947557,,,PX-03,8,804.3476744750907,17,complete,FQK,39000,0.9456607000902295,0.7437667311062404,0.11163262870773889,0.8941939969869046,0.0866945441374996,0.15601004743508112,0.257473209249859,0.09092307692307693,0.10580600301309538
1.0,0,0.0,fixed_gate4_noise_model,,15.456690469901417,True,False,1.0,0,5,0.06105530487842592,0.25,[],0.15481518123311452,0.1889417672790447,256,1,0.0,,,5.119343330563803e-07,projected,0.7805336620032097,0.6127654727481466,0.9572408176981737,0.10265095041023584,,,PX-03,8,804.352591942093,18,complete,FQK,39000,0.9189217999810353,0.7444895380574571,0.11055369570886715,0.8928033375825704,0.08732014092390768,0.1557638097571138,0.25859658932065976,0.09171794871794872,0.1071966624174296
1.0,0,0.0,fixed_gate4_noise_model,,15.431735897350986,True,False,1.0,0,5,0.061042882355579496,0.25,[],0.1547487828578605,0.18884169661899303,256,1,0.0,,,6.027275411618719e-07,projected,0.7805510179981614,0.6128588722661925,0.9573067382098358,0.1026276149585266,,,PX-03,8,804.374204208291,19,complete,FQK,39000,0.9045724999741651,0.7438200371983418,0.10680798002648392,0.8925715610151813,0.08626650423100984,0.1557241003280172,0.2613476177051029,0.09094871794871795,0.10742843898481863
1.0,0,0.0,fixed_gate4_noise_model,,15.420666334466304,True,False,1.0,0,5,0.06104737790428135,0.25,[],0.15491495198299782,0.18870112489901278,256,1,0.0,,,2.9563721542231297e-07,projected,0.7805203511653586,0.6128496636746823,0.9572103857398216,0.10264541202008588,,,PX-03,8,804.348033492669,20,complete,FQK,39000,0.9295076000853442,0.7435506220273387,0.11001599069244021,0.8924556727314868,0.08672747028415265,0.15595133778430917,0.2605277933745087,0.09133333333333334,0.10754432726851315
