rung_samples,track_id,category,alpha,calibration_rows_read,clipped_eigenvalues,decision_sets,effective_rank,eligible,entangle,feature_scale,final_test_rows_read,fold_count,gamma,gamma_multiplier,ineligible_folds,kernel_target_alignment_fqk,kernel_target_alignment_q01b,landmarks,layers,maximum_negative_eigenvalue,mean_fold_nrmse,mean_regret_m_s,minimum_eigenvalue_before_clip,model_view,off_diagonal_mean,off_diagonal_q05,off_diagonal_q95,off_diagonal_std,pooled_oof_nrmse,pooled_oof_rmse,projection_id,qubits,regularized_condition_number,status,validation_rows,wall_time_s,control_id,auroc,expected_calibration_error,false_negative_rate,false_positive_rate,pooled_oof_brier,precision_at_0_5,predicted_feasible_rate,recall_at_0_5
128,Q01b,projected,0.01,0,6.2,7800,4.734052264390059,True,True,0.5,0,5,0.722081359933598,0.25,[],0.032669192143510925,0.06377095713498013,256,2,-1.7668647958998883e-15,0.8795980889073809,19.27613945754987,-1.7299052309517209e-15,projected,0.7137928844962678,0.2580836136471337,0.9838777052191963,0.23309473910352443,1.0058438214866643,2.3555826351358045,PX-15,6,9411.881828918213,complete,39000,2.774053999921307,,,,,,,,,
128,Q01b,projected,1.0,0,5.2,7800,9.654946847193312,True,True,2.0,0,5,0.3187540262359577,0.25,[],0.08413864770181098,0.04810778173930712,256,1,-6.255338599075369e-16,0.8965889222474133,19.413622447763846,-6.255338599075369e-16,projected,0.7544069028344825,0.4724224812764021,0.9663000551182185,0.1540199175822579,1.013175931170641,2.3727536808603373,PX-18,6,99.01546744204346,complete,39000,2.435384900076315,,,,,,,,,
128,Q01b,projected,0.0001,0,4.8,7800,45.23490425655783,True,True,1.0,0,5,4.436697181288615,4.0,[],0.12065435957521528,0.0699266773575776,256,1,-5.68379606868522e-16,0.9175255434358975,17.517717871462438,-5.68379606868522e-16,projected,0.10704973059390084,1.1859855374122381e-05,0.5393083203588627,0.1889153763094022,1.0245263463826335,2.3993351842744888,PX-20,8,217979.58576230364,complete,39000,1.819311200059019,,,,,,,,,
128,Q01b,projected,1.0,0,4.8,7800,78.52676365333522,True,True,2.0,0,5,10.255234987031319,4.0,[],0.13617901189687187,0.06257318500218939,256,2,-7.102276764261593e-16,0.9303496219196488,18.279539182167948,-7.102276764261593e-16,projected,0.07110046481681165,1.3454304573024896e-05,0.32224610984304275,0.12821244451589228,1.0259997352397807,2.4027857092293163,PX-22,8,17.038605220941726,complete,39000,7.360751600004733,,,,,,,,,
128,Q01b,projected,0.01,0,4.8,7800,30.903982769370646,True,True,1.0,0,5,5.261835067165871,4.0,[],0.11868840682504263,0.07359948078433527,256,2,-8.568974544864877e-16,0.9410239848890909,17.919046601356282,-8.568974544864877e-16,projected,0.12408813703685517,1.8126615941219655e-05,0.7049584436376304,0.22502311655366194,1.027175042626003,2.405538158079516,PX-28,4,2298.0574612032697,complete,39000,2.0487188000115566,,,,,,,,,
128,Q01b,projected,1.0,0,5.4,7800,13.05454792178504,True,False,2.0,0,5,0.2772132263084647,1.0,[],0.09745734971494972,0.05338513871340098,256,1,-8.6345998774946e-16,0.9399039112153543,18.849437275605,-8.6345998774946e-16,projected,0.4272649921875331,0.16207042008077055,0.8989889650410031,0.21777816774610864,1.028181496145886,2.407895168565502,PX-27,4,57.593266866100045,complete,39000,1.9446050000260584,,,,,,,,,
128,Q01b,projected,0.01,0,4.8,7800,79.73016709929682,True,False,2.0,0,5,0.5189048707952484,4.0,[],0.1625310125905213,0.0810188314090249,256,2,-7.796520895693007e-16,0.9270042329485984,19.406969553575642,-7.796520895693007e-16,projected,0.048249844209952014,0.0025444153212515874,0.1805621413691395,0.10456693053082138,1.033356954051893,2.4200155579458804,PX-16,8,1033.0592491861275,complete,39000,6.7651621999102645,,,,,,,,,
128,Q01b,projected,0.0001,0,4.8,7800,55.69709883304622,True,False,2.0,0,5,0.7914926358212308,4.0,[],0.14694314935138744,0.07628225568709619,256,1,-5.758421720884723e-16,1.0267934086886719,18.828289318582947,-5.758421720884723e-16,projected,0.07831712104825621,0.000980809554637953,0.41537410530737057,0.16025624950195821,1.0990115518296446,2.5737718639830476,PX-26,6,173456.20761574456,complete,39000,2.4299202999682166,,,,,,,,,
128,Q01b,projected,0.0001,0,5.0,7800,14.6255503079412,True,True,0.5,0,5,2.675114551462312,1.0,[],0.050626717062270135,0.0738967887171684,256,1,-1.2019408514322468e-15,1.020207943076079,18.44550240864654,-1.2019408514322468e-15,projected,0.39934937633764056,0.005401729799745137,0.9254748420330839,0.3176912918474844,1.1055704490876537,2.5891321258413655,PX-05,8,618265.7583278263,complete,39000,5.2321165999164805,,,,,,,,,
128,Q01b,projected,0.01,0,4.8,7800,16.5750320253539,True,False,2.0,0,5,0.032431554424703024,0.25,[],0.077734186138948,0.06021346098073038,256,2,-7.79629790242307e-16,1.0597285319806402,17.622067716060897,-7.79629790242307e-16,projected,0.7838023579942333,0.6882383617569058,0.8976521561702434,0.06371711856088827,1.13998862247342,2.6697359430828667,PX-23,8,10059.112556867389,complete,39000,1.8694518000120297,,,,,,,,,
128,Q01b,projected,0.01,0,5.0,7800,10.290242776456958,True,True,1.0,0,5,0.5039810729240553,0.25,[],0.04854735172212794,0.050775387704810146,256,2,-7.470543985608155e-16,1.0344948352214052,19.10020851858128,-7.470543985608155e-16,projected,0.7308043048087419,0.3672927500615612,0.9545245041615787,0.18382460107236454,1.1611404432379835,2.7192713288258226,PX-14,6,9549.73526481755,complete,39000,1.8500668999622576,,,,,,,,,
128,Q01b,projected,0.0001,0,4.8,7800,20.92707145925845,True,True,1.0,0,5,2.015924291696221,1.0,[],0.07822193653022153,0.054709406679612646,256,2,-1.2747619332783413e-15,1.1363429385932469,15.624006474442307,-1.2747619332783413e-15,projected,0.38242194251557116,0.02015216374268703,0.8313183623537782,0.25979178126231883,1.259724131050579,2.950144172261664,PX-11,6,552994.6380907497,complete,39000,2.8342738999635912,,,,,,,,,
128,Q01b,projected,0.01,0,5.8,7800,10.88300860607295,True,False,1.0,0,5,0.5132573530468014,1.0,[],0.12823491850909413,0.08292988229263036,256,1,-5.414835234921044e-16,1.047115960294146,19.00479628590423,-5.414835234921044e-16,projected,0.42332777498124996,0.07973547421635367,0.9503146136292646,0.275402284987278,1.2794006623271994,2.99622458196822,PX-24,4,5966.790654283636,complete,39000,1.8615434000384994,,,,,,,,,
128,Q01b,projected,0.01,0,4.8,7800,36.48958875888422,True,True,2.0,0,5,2.115510634594004,1.0,[],0.0939018911394377,0.057729346430148674,256,2,-4.661317540274176e-16,1.3949737771631234,18.598156614563333,-4.661317540274176e-16,projected,0.37581927908898577,0.03286665160374723,0.7652368647640099,0.23178043065689038,1.4299010072896594,3.348680889401252,PX-09,6,5519.574022191395,complete,39000,2.7738188999937847,,,,,,,,,
128,Q01b,projected,0.0001,0,6.4,7800,8.872136964458381,True,False,0.5,0,5,0.2825762036807326,0.25,[],0.09928140279513571,0.12179337780136743,256,1,-7.92071853985778e-16,1.223622337871844,18.746622912098847,-7.92071853985778e-16,projected,0.7384186516825909,0.4126169724300226,0.9822467790563655,0.18388822257069828,1.4632581466841494,3.4267998743141663,PX-02,6,969828.4269913267,complete,39000,2.4965522999991663,,,,,,,,,
128,Q01b,projected,0.0001,0,9.2,7800,5.334345261057842,True,False,1.0,0,5,0.07843115534534037,0.25,[],0.09564583918889469,0.04111253277446999,256,2,-1.5824673643978547e-15,1.2978743254132823,18.634633611883718,-1.5824673643978547e-15,projected,0.7856444461533075,0.5747284054361848,0.9874624765006736,0.1323263486864194,1.4701487879414186,3.44293704645147,PX-29,4,1012935.3104675679,complete,39000,2.042232000094373,,,,,,,,,
