task_key,task_signature,source_commit,stage,family_id,model_family,trial_id,trial_order,view,rung_samples,matched_qubits,seed_index,candidate_role,control_for,advancement_basis,source_split,calibration_rows_read,final_test_rows_read,fold_id,training_seed,qubits,data_reupload_layers,feature_scale,entangle,shots,noise_state,training_rows,validation_rows,training_groups,validation_groups,rmse,nrmse,mae,mean_regret_m_s,no_reference_feasible_rate,training_wall_time_s,inference_wall_time_s,feasibility_metric_error,cost_fitted_trainable_parameter_count,feasibility_fitted_trainable_parameter_count,feasibility_samples,feasibility_precision,feasibility_recall,feasibility_auroc,feasibility_brier,feasibility_expected_calibration_error,eligible_to_advance,fold_end_to_end_wall_time_s,centered_kernel_target_alignment,effective_rank,kernel_rows,nystrom_landmarks,off_diagonal_mean,off_diagonal_q05,off_diagonal_q95,off_diagonal_std,regularized_condition_number
C05-T12__primary__rfull__qraw__s10,89095252f5c8fbf9acca0f91e0bea6a710595ae423b3e6e58ad272d9ee612752,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,10,primary_candidate,,candidate,development,0,0,CV03,758920681,,,,,,,29250,9750,9,3,0.5265359673128631,0.22483310142147242,0.43511496783819037,19.28517402235128,0.838974358974359,2.3174415829998907,0.0065327499905833974,,5633,5633,9750,0.20963541666666666,0.32723577235772355,0.8136669757818771,0.08019385266217259,0.07490997995830795,True,4.349696749995928,,,,,,,,,
C05-T12__primary__rfull__qraw__s10,89095252f5c8fbf9acca0f91e0bea6a710595ae423b3e6e58ad272d9ee612752,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,10,primary_candidate,,candidate,development,0,0,CV04,758920681,,,,,,,32500,6500,10,2,0.18963604625405403,0.08097539972092838,0.15062260960307033,19.508145244243078,0.6576923076923077,2.222048249997897,0.004183917000773363,,5569,5569,6500,0.35233160621761656,0.10759493670886076,0.8026967763367933,0.08450339544946582,0.05027932679864035,True,3.478922459005844,,,,,,,,,
C05-T12__primary__rfull__qraw__s10,89095252f5c8fbf9acca0f91e0bea6a710595ae423b3e6e58ad272d9ee612752,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,10,primary_candidate,,candidate,development,0,0,CV05,758920681,,,,,,,32500,6500,10,2,0.22463161123778125,0.0959186550723959,0.1683895058411459,18.631617982797692,0.39384615384615385,2.0525307079951745,0.004043000008095987,,5569,5569,6500,0.3554964539007092,0.6275430359937402,0.751346775919143,0.2074472482187309,0.1904328575449607,True,3.3913729999912903,,,,,,,,,
C05-T12__primary__rfull__qraw__s11,84136c065879b8ec3fc0c34a6eacd6b91ef0301364d05b66298d9ba5b3a12a47,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,11,primary_candidate,,candidate,development,0,0,CV01,3331315166,,,,,,,32500,6500,10,2,0.6888175027890566,0.29412800849260035,0.6493463794528492,9.477840334324616,0.3123076923076923,2.2259297499986133,0.004745416998048313,,5569,5569,6500,0.9722497522299306,0.6703108985309191,0.9640694343207813,0.14441588327270766,0.19508950702076897,True,3.578824791999068,,,,,,,,,
C05-T12__primary__rfull__qraw__s11,84136c065879b8ec3fc0c34a6eacd6b91ef0301364d05b66298d9ba5b3a12a47,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,11,primary_candidate,,candidate,development,0,0,CV02,3331315166,,,,,,,29250,9750,9,3,0.4284439471475641,0.1829473908763516,0.32252200483958854,19.262126388938974,0.41384615384615386,2.101365041002282,0.005876416995306499,,5569,5569,9750,0.2436428149024246,0.12484848484848485,0.29409490251350723,0.3845237538296016,0.37622599681931806,True,4.0480869999883,,,,,,,,,
C05-T12__primary__rfull__qraw__s11,84136c065879b8ec3fc0c34a6eacd6b91ef0301364d05b66298d9ba5b3a12a47,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,11,primary_candidate,,candidate,development,0,0,CV03,3331315166,,,,,,,29250,9750,9,3,0.2857045508123725,0.12199706048040207,0.24253259071818292,19.232971948312823,0.838974358974359,2.1882553750037914,0.006721792000462301,,5633,5633,9750,0.209140201394268,0.5487804878048781,0.8541083782516374,0.10700824200717417,0.10541002512425213,True,4.216859957989072,,,,,,,,,
C05-T12__primary__rfull__qraw__s11,84136c065879b8ec3fc0c34a6eacd6b91ef0301364d05b66298d9ba5b3a12a47,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,11,primary_candidate,,candidate,development,0,0,CV04,3331315166,,,,,,,32500,6500,10,2,0.26596779117741576,0.11356938002509759,0.18757542491703985,19.187270110863075,0.6576923076923077,2.3440175830037333,0.0044363750057527795,,5569,5569,6500,0.4041095890410959,0.09335443037974683,0.7786463052125667,0.08389778122782394,0.04703548169196573,True,3.6730329999991227,,,,,,,,,
C05-T12__primary__rfull__qraw__s11,84136c065879b8ec3fc0c34a6eacd6b91ef0301364d05b66298d9ba5b3a12a47,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,11,primary_candidate,,candidate,development,0,0,CV05,3331315166,,,,,,,32500,6500,10,2,0.3421707710248291,0.14610837709321556,0.2993446519606986,15.237960315913845,0.39384615384615385,3.220426125000813,0.004352332995040342,,5569,5569,6500,0.4090909090909091,0.39436619718309857,0.7972089312760687,0.15006592188106532,0.12449615609473574,True,4.51213312499749,,,,,,,,,
C05-T12__primary__rfull__qraw__s12,12d9a50aa74b0e915ef6d6dd473c2e48aa15b3a7ceae7530ff3a4f0c4ed42b64,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,12,primary_candidate,,candidate,development,0,0,CV01,57709885,,,,,,,32500,6500,10,2,0.622104413302345,0.2656412350414846,0.47578344345720724,8.864062765536154,0.3123076923076923,2.9698907919955673,0.00451804201293271,,5569,5569,6500,0.9372958850424559,0.4902630679877007,0.9358601040277501,0.19226414737638414,0.22044441676817955,True,4.336699332998251,,,,,,,,,
C05-T12__primary__rfull__qraw__s12,12d9a50aa74b0e915ef6d6dd473c2e48aa15b3a7ceae7530ff3a4f0c4ed42b64,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,12,primary_candidate,,candidate,development,0,0,CV02,57709885,,,,,,,29250,9750,9,3,0.518849306936833,0.2215508646908342,0.4471886362010989,19.43597611598154,0.41384615384615386,2.196412584002246,0.007100749993696809,,5569,5569,9750,0.1687853107344633,0.07242424242424242,0.29588846605590796,0.36567711934497593,0.37554282920509574,True,4.160660041990923,,,,,,,,,
C05-T12__primary__rfull__qraw__s12,12d9a50aa74b0e915ef6d6dd473c2e48aa15b3a7ceae7530ff3a4f0c4ed42b64,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,12,primary_candidate,,candidate,development,0,0,CV03,57709885,,,,,,,29250,9750,9,3,0.3007273572810374,0.12841186284925435,0.2492552598533008,19.479214572956412,0.838974358974359,2.393200332997367,0.006272832994000055,,5633,5633,9750,0.13802256138022562,0.42276422764227645,0.8076767708701066,0.1495601478166006,0.14708488392084781,True,4.405454791005468,,,,,,,,,
C05-T12__primary__rfull__qraw__s12,12d9a50aa74b0e915ef6d6dd473c2e48aa15b3a7ceae7530ff3a4f0c4ed42b64,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,12,primary_candidate,,candidate,development,0,0,CV04,57709885,,,,,,,32500,6500,10,2,0.4809046377519338,0.20534832928040236,0.4006501340323681,19.509223022626152,0.6576923076923077,2.547187499993015,0.004676332988310605,,5569,5569,6500,0.3916083916083916,0.08860759493670886,0.786874261171943,0.08680553035355795,0.06119876337115751,True,3.8501785830012523,,,,,,,,,
C05-T12__primary__rfull__qraw__s12,12d9a50aa74b0e915ef6d6dd473c2e48aa15b3a7ceae7530ff3a4f0c4ed42b64,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,12,primary_candidate,,candidate,development,0,0,CV05,57709885,,,,,,,32500,6500,10,2,0.30225202226176723,0.12906290129207076,0.25559175981107085,17.91177586494154,0.39384615384615385,2.319742124993354,0.004481833995669149,,5569,5569,6500,0.3745160154875044,0.8325508607198748,0.7780313096931304,0.19223292367302816,0.18319463551711207,True,3.613553999995929,,,,,,,,,
C05-T12__primary__rfull__qraw__s13,879e649dbfa056a886a062498bc2a635903bb251d33f5b015f7a0edb9fcde967,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,13,primary_candidate,,candidate,development,0,0,CV01,4291556170,,,,,,,32500,6500,10,2,0.27239502472216476,0.1163138361328176,0.19678159602026957,8.833684341442307,0.3123076923076923,2.567197625001427,0.004283499991288409,,5569,5569,6500,0.9561117156329344,0.9005807994533652,0.9660243650634514,0.07125597206098735,0.07583679482491058,True,3.9373758329893462,,,,,,,,,
C05-T12__primary__rfull__qraw__s13,879e649dbfa056a886a062498bc2a635903bb251d33f5b015f7a0edb9fcde967,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,13,primary_candidate,,candidate,development,0,0,CV02,4291556170,,,,,,,29250,9750,9,3,0.7103238503560735,0.30331131053446714,0.5851845812866271,18.62678632858974,0.41384615384615386,1.9408092090015998,0.006355208010063507,,5569,5569,9750,0.33935289691497367,0.13666666666666666,0.4339400046981442,0.3257370664210624,0.30443737605373544,True,3.9115895420109155,,,,,,,,,
C05-T12__primary__rfull__qraw__s13,879e649dbfa056a886a062498bc2a635903bb251d33f5b015f7a0edb9fcde967,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,13,primary_candidate,,candidate,development,0,0,CV03,4291556170,,,,,,,29250,9750,9,3,0.5474820522982109,0.2337771689538908,0.4345898071993112,19.41818509414718,0.838974358974359,2.187331124994671,0.006337291997624561,,5633,5633,9750,0.12796208530805686,0.38414634146341464,0.7986030978261826,0.143697931649748,0.1453391025303992,True,4.224034374987241,,,,,,,,,
C05-T12__primary__rfull__qraw__s13,879e649dbfa056a886a062498bc2a635903bb251d33f5b015f7a0edb9fcde967,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,13,primary_candidate,,candidate,development,0,0,CV04,4291556170,,,,,,,32500,6500,10,2,0.2885521245645905,0.12321298660507864,0.20646844372469317,19.262274776116925,0.6576923076923077,2.197931917005917,0.004308917006710544,,5569,5569,6500,0.32064128256513025,0.25316455696202533,0.796353640858378,0.09413945657605326,0.060894586491260845,True,3.5179582920100074,,,,,,,,,
C05-T12__primary__rfull__qraw__s13,879e649dbfa056a886a062498bc2a635903bb251d33f5b015f7a0edb9fcde967,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,13,primary_candidate,,candidate,development,0,0,CV05,4291556170,,,,,,,32500,6500,10,2,0.19765177062954176,0.08439814818135738,0.15174939647346322,18.31332227843077,0.39384615384615385,1.8196926249947865,0.0040383329906035215,,5569,5569,6500,0.40074441687344914,0.7582159624413145,0.8196796207689989,0.1791090136876703,0.1748635882450771,True,3.0977251250005793,,,,,,,,,
C05-T12__primary__rfull__qraw__s14,e149ade2aa1139107692aaeffb33d931f998677f9b712514432516e711a54b56,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,14,primary_candidate,,candidate,development,0,0,CV01,732991161,,,,,,,32500,6500,10,2,0.566386727276247,0.24184954571547906,0.44293141936847413,9.401085532551539,0.3123076923076923,2.4185841670114314,0.0043810420029331,,5569,5569,6500,0.9274770173646578,0.9306457123334472,0.9376297251211517,0.088768771373882,0.12375257656191081,True,3.8030171249993145,,,,,,,,,
C05-T12__primary__rfull__qraw__s14,e149ade2aa1139107692aaeffb33d931f998677f9b712514432516e711a54b56,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,14,primary_candidate,,candidate,development,0,0,CV02,732991161,,,,,,,29250,9750,9,3,1.33067820016502,0.5682052610078845,0.9958679083286578,19.487240445583588,0.41384615384615386,2.0370614169951295,0.006261832997552119,,5569,5569,9750,0.18917311124330755,0.09636363636363636,0.27805355884425653,0.38682464785744886,0.38359775163850474,True,3.930361916005495,,,,,,,,,
C05-T12__primary__rfull__qraw__s14,e149ade2aa1139107692aaeffb33d931f998677f9b712514432516e711a54b56,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,14,primary_candidate,,candidate,development,0,0,CV03,732991161,,,,,,,29250,9750,9,3,0.3659515264354529,0.15626286097472986,0.2809414903763373,18.924667449495896,0.838974358974359,2.77923537499737,0.006286624993663281,,5633,5633,9750,0.26443768996960487,0.35365853658536583,0.8508246877672925,0.0700342606556986,0.06703548755412318,True,4.722731458008639,,,,,,,,,
C05-T12__primary__rfull__qraw__s14,e149ade2aa1139107692aaeffb33d931f998677f9b712514432516e711a54b56,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,14,primary_candidate,,candidate,development,0,0,CV04,732991161,,,,,,,32500,6500,10,2,0.552351141290874,0.23585629069918104,0.45322679387914055,19.662047817482307,0.6576923076923077,2.373729665996507,0.004383917010272853,,5569,5569,6500,0.2992125984251969,0.18037974683544303,0.7982522132484274,0.08942624518256109,0.05690018283377361,True,3.6374371249985415,,,,,,,,,
C05-T12__primary__rfull__qraw__s14,e149ade2aa1139107692aaeffb33d931f998677f9b712514432516e711a54b56,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,14,primary_candidate,,candidate,development,0,0,CV05,732991161,,,,,,,32500,6500,10,2,0.29366441123370496,0.12539595479439072,0.24300136508094888,18.621583308506153,0.39384615384615385,2.3020235420117388,0.004326916998252273,,5569,5569,6500,0.603448275862069,0.13693270735524257,0.7865198339276052,0.15061151256170832,0.11860110226314173,True,3.5883980409998912,,,,,,,,,
C05-T12__primary__rfull__qraw__s15,7756485df3dae99c15c38588541565587c8696509909fa50fa715d391c8d619c,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,15,primary_candidate,,candidate,development,0,0,CV01,1265756474,,,,,,,32500,6500,10,2,0.8851356611914702,0.3779566985709358,0.8232328896503093,8.971748321115385,0.3123076923076923,2.4127606249967357,0.004660207996494137,,5569,5569,6500,0.9903489235337788,0.9115134950461223,0.9673755573512807,0.050936395162106095,0.0829379329613365,True,3.740618125011679,,,,,,,,,
C05-T12__primary__rfull__qraw__s15,7756485df3dae99c15c38588541565587c8696509909fa50fa715d391c8d619c,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,15,primary_candidate,,candidate,development,0,0,CV02,1265756474,,,,,,,29250,9750,9,3,0.3404904484386265,0.14539087218966165,0.28151942828781473,18.298748700789744,0.41384615384615386,2.548063333000755,0.005221166997216642,,5569,5569,9750,0.36122792262405384,0.2603030303030303,0.39775362931642,0.371968241038819,0.3715417685505008,True,4.440492624999024,,,,,,,,,
C05-T12__primary__rfull__qraw__s15,7756485df3dae99c15c38588541565587c8696509909fa50fa715d391c8d619c,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,15,primary_candidate,,candidate,development,0,0,CV03,1265756474,,,,,,,29250,9750,9,3,0.3144717629270369,0.13428078262002605,0.23750958181531856,19.40786097719385,0.838974358974359,2.2019687080028234,0.005860082994331606,,5633,5633,9750,0.14169139465875372,0.3882113821138211,0.7997927962105286,0.13571535427262985,0.13290090460753645,True,4.18539108299592,,,,,,,,,
C05-T12__primary__rfull__qraw__s15,7756485df3dae99c15c38588541565587c8696509909fa50fa715d391c8d619c,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,15,primary_candidate,,candidate,development,0,0,CV04,1265756474,,,,,,,32500,6500,10,2,0.307366398864746,0.13124676189204737,0.22978362132346453,19.723847338963076,0.6576923076923077,2.5784560419997433,0.004087499997694977,,5569,5569,6500,0.3669724770642202,0.06329113924050633,0.7854947559386676,0.08979656133308833,0.07617284735033815,True,3.8819631670048693,,,,,,,,,
C05-T12__primary__rfull__qraw__s15,7756485df3dae99c15c38588541565587c8696509909fa50fa715d391c8d619c,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,15,primary_candidate,,candidate,development,0,0,CV05,1265756474,,,,,,,32500,6500,10,2,0.3072709418265446,0.13120600133002752,0.2635929000787084,16.652518725676156,0.39384615384615385,1.9890436249988852,0.00384608400054276,,5569,5569,6500,0.5343035343035343,0.40219092331768386,0.8241577855575515,0.12785541335610823,0.05551909792413724,True,3.2203855000116164,,,,,,,,,
C05-T12__primary__rfull__qraw__s16,6a85f5853d17d2e54ed65b31d4aa934202a02c6250c349892e1263787c95e12e,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,16,primary_candidate,,candidate,development,0,0,CV01,717831653,,,,,,,32500,6500,10,2,0.7661642514678311,0.3271553997248938,0.6177618649608044,9.201830026985384,0.3123076923076923,2.515489625002374,0.004911083000479266,,5569,5569,6500,0.9605963791267306,0.9244960710625214,0.9820969651385506,0.042617204638991164,0.04137588556533777,True,3.795877374999691,,,,,,,,,
C05-T12__primary__rfull__qraw__s16,6a85f5853d17d2e54ed65b31d4aa934202a02c6250c349892e1263787c95e12e,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,16,primary_candidate,,candidate,development,0,0,CV02,717831653,,,,,,,29250,9750,9,3,1.6588738177199838,0.7083461880264048,1.1086583397911727,19.088224101809228,0.41384615384615386,1.8919102499930887,0.005818791993078776,,5569,5569,9750,0.2807125307125307,0.1384848484848485,0.30233140709419776,0.35485965467989333,0.35483383631353366,True,3.834807916995487,,,,,,,,,
C05-T12__primary__rfull__qraw__s16,6a85f5853d17d2e54ed65b31d4aa934202a02c6250c349892e1263787c95e12e,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,16,primary_candidate,,candidate,development,0,0,CV03,717831653,,,,,,,29250,9750,9,3,0.2766149224795688,0.11811575045468369,0.20488373879355826,19.33498846003487,0.838974358974359,2.8372257919982076,0.0060320420016068965,,5633,5633,9750,0.17321571772253408,0.43902439024390244,0.8373311941155706,0.11477598207603888,0.11165195042400163,True,4.723209667004994,,,,,,,,,
C05-T12__primary__rfull__qraw__s16,6a85f5853d17d2e54ed65b31d4aa934202a02c6250c349892e1263787c95e12e,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,16,primary_candidate,,candidate,development,0,0,CV04,717831653,,,,,,,32500,6500,10,2,0.4409156022684598,0.1882728407501754,0.3682738916153075,19.401174546131536,0.6576923076923077,1.761320000005071,0.004419416000018828,,5569,5569,6500,0.2996742671009772,0.14556962025316456,0.7963717070918865,0.08985520767085899,0.06367887216398814,True,3.0570533749996684,,,,,,,,,
C05-T12__primary__rfull__qraw__s16,6a85f5853d17d2e54ed65b31d4aa934202a02c6250c349892e1263787c95e12e,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,16,primary_candidate,,candidate,development,0,0,CV05,717831653,,,,,,,32500,6500,10,2,0.4799850640368754,0.20495566738610219,0.3943610135416865,18.07769020566077,0.39384615384615385,2.232967665986507,0.004850917001022026,,5569,5569,6500,0.3227016885553471,0.8075117370892019,0.7948729013940659,0.22567141543864816,0.23557296776463918,True,3.5162208340043435,,,,,,,,,
C05-T12__primary__rfull__qraw__s17,8c7d454117e984bc79edd3e76ffdb29dbc1c75d757c1e3fbaf8d138438c5b537,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,17,primary_candidate,,candidate,development,0,0,CV01,546646774,,,,,,,32500,6500,10,2,0.4893320243822682,0.20894685927759454,0.4483921201625741,9.615633972286155,0.3123076923076923,2.442118250008207,0.004201791001833044,,5569,5569,6500,0.9032815198618307,0.7147249743764947,0.9488481303279512,0.12407888272697283,0.14205040473088773,True,3.8174322499980917,,,,,,,,,
C05-T12__primary__rfull__qraw__s17,8c7d454117e984bc79edd3e76ffdb29dbc1c75d757c1e3fbaf8d138438c5b537,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,17,primary_candidate,,candidate,development,0,0,CV02,546646774,,,,,,,29250,9750,9,3,0.3963024044298791,0.16922281519243834,0.3440492828748702,19.466666666666665,0.41384615384615386,2.0257175419974374,0.005683708994183689,,5569,5569,9750,0.1814611154752553,0.07,0.5191020906741838,0.34012596715460613,0.3478089138898361,True,3.842916375011555,,,,,,,,,
C05-T12__primary__rfull__qraw__s17,8c7d454117e984bc79edd3e76ffdb29dbc1c75d757c1e3fbaf8d138438c5b537,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,17,primary_candidate,,candidate,development,0,0,CV03,546646774,,,,,,,29250,9750,9,3,0.507013573646444,0.2164969561480692,0.44328887808606443,19.314437744574875,0.838974358974359,2.4428534579928964,0.005990999998175539,,5633,5633,9750,0.15602322206095792,0.4369918699186992,0.8225298884550738,0.12993765649901753,0.13044861516830342,True,4.4370644169976,,,,,,,,,
C05-T12__primary__rfull__qraw__s17,8c7d454117e984bc79edd3e76ffdb29dbc1c75d757c1e3fbaf8d138438c5b537,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,17,primary_candidate,,candidate,development,0,0,CV04,546646774,,,,,,,32500,6500,10,2,0.29357182389546244,0.12535641960648009,0.25240878111465553,19.12423314046231,0.6576923076923077,2.1579356660076883,0.004192624997813255,,5569,5569,6500,0.2626728110599078,0.18037974683544303,0.7907992178129827,0.0968385032478417,0.08031346599705733,True,3.4159964159916854,,,,,,,,,
C05-T12__primary__rfull__qraw__s17,8c7d454117e984bc79edd3e76ffdb29dbc1c75d757c1e3fbaf8d138438c5b537,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,17,primary_candidate,,candidate,development,0,0,CV05,546646774,,,,,,,32500,6500,10,2,0.41057964082729587,0.1753192559642639,0.327292641408472,18.58619726000308,0.39384615384615385,2.4662493340001674,0.003810583002632484,,5569,5569,6500,0.30225898822780783,0.7433489827856025,0.7298768781890029,0.2768244345706694,0.2851075612337012,True,3.7501071660080925,,,,,,,,,
C05-T12__primary__rfull__qraw__s18,6df90898582f113650c1c0480556222b7b290e176899ca090c10308b683de3f5,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,18,primary_candidate,,candidate,development,0,0,CV01,2821541059,,,,,,,32500,6500,10,2,0.21362136582638974,0.0912172333710674,0.15092716432555434,9.002522740338462,0.3123076923076923,2.574711625013151,0.004464833007659763,,5569,5569,6500,0.9932910920611256,0.9104885548343014,0.9829456795074398,0.0391042777313674,0.04463725587077636,True,3.9068429589970037,,,,,,,,,
C05-T12__primary__rfull__qraw__s18,6df90898582f113650c1c0480556222b7b290e176899ca090c10308b683de3f5,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,18,primary_candidate,,candidate,development,0,0,CV02,2821541059,,,,,,,29250,9750,9,3,0.6213024116166143,0.26529877690463916,0.5504249418453585,16.158011522575897,0.41384615384615386,2.0172508749965345,0.006089707996579818,,5569,5569,9750,0.5238095238095238,0.15333333333333332,0.3054007517030773,0.3099297852844741,0.29964052322435397,True,3.918369959006668,,,,,,,,,
C05-T12__primary__rfull__qraw__s18,6df90898582f113650c1c0480556222b7b290e176899ca090c10308b683de3f5,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,18,primary_candidate,,candidate,development,0,0,CV03,2821541059,,,,,,,29250,9750,9,3,0.3837431461185496,0.1638599583830539,0.2967006119513469,19.33515246991231,0.838974358974359,2.578313459001947,0.006394208001438528,,5633,5633,9750,0.14146933819064966,0.4735772357723577,0.8003666791366553,0.1560596624500315,0.15836698615920083,True,4.637956333011971,,,,,,,,,
C05-T12__primary__rfull__qraw__s18,6df90898582f113650c1c0480556222b7b290e176899ca090c10308b683de3f5,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,18,primary_candidate,,candidate,development,0,0,CV04,2821541059,,,,,,,32500,6500,10,2,0.3605664395763523,0.15396340594199096,0.2760852472237413,19.661680050594615,0.6576923076923077,2.0773780000017723,0.003998000000137836,,5569,5569,6500,0.3181818181818182,0.07753164556962025,0.7883529958668772,0.09064135686602597,0.07315152789606535,True,3.3386031669942895,,,,,,,,,
C05-T12__primary__rfull__qraw__s18,6df90898582f113650c1c0480556222b7b290e176899ca090c10308b683de3f5,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,18,primary_candidate,,candidate,development,0,0,CV05,2821541059,,,,,,,32500,6500,10,2,0.21266653886287487,0.090809518189475,0.15085035704087202,16.606315143243847,0.39384615384615385,2.553725374993519,0.004107333006686531,,5569,5569,6500,0.462109955423477,0.486697965571205,0.7921134192704634,0.14521772348397677,0.10240131764428857,True,3.891849749998073,,,,,,,,,
C05-T12__primary__rfull__qraw__s19,76c5548e372ab26c7d3f9d320fbc3eef19ae20fc9d4979249482102fac104b2c,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,19,primary_candidate,,candidate,development,0,0,CV01,2514079334,,,,,,,32500,6500,10,2,0.30567694750456126,0.13052535896310868,0.23158741291978013,8.894766506323077,0.3123076923076923,2.598991833991022,0.004162833007285371,,5569,5569,6500,0.9542133463224549,0.6692859583190981,0.9115675197890721,0.15412101680828325,0.17767251776020926,True,3.963648499993724,,,,,,,,,
C05-T12__primary__rfull__qraw__s19,76c5548e372ab26c7d3f9d320fbc3eef19ae20fc9d4979249482102fac104b2c,6e5a6202eec486e88af6b969f6af86571fb0ce32,seed_rerun,C05,multilayer_perceptron,C05-T12,12,primary,,,19,primary_candidate,,candidate,development,0,0,CV02,2514079334,,,,,,,29250,9750,9,3,1.2060111629339003,0.5149719049491444,0.807628796278675,18.12561817583128,0.41384615384615386,2.0507472500030417,0.00612833299965132,,5569,5569,9750,0.43452380952380953,0.08848484848484849,0.43335893821940336,0.3059228320921436,0.27033318188916655,True,3.9820534589962335,,,,,,,,,
