model_id,fold_id,seed_index,validation_rows,threshold,brier,auroc,recall,precision,false_negative_rate,false_positive_rate,expected_calibration_error,intervention_rate
calibrated_logistic,CV01,9,6500,0.3128802448302127,0.11029582491756271,0.9148548058737995,0.9562692176289717,0.6995751062234441,0.04373078237102836,0.3364119787293591,0.1726351194353665,0.6155384615384616
class_weighted_tree,CV01,9,6500,0.7755018724531347,0.12854175237842833,0.9682466943789694,0.0,0.0,1.0,0.0,0.2520410218875869,0.0
a02_exact_rbf_feasibility,CV01,9,6500,0.16261397410789868,0.2113116779309726,0.9380995013372797,0.9648103860608132,0.6279742050255726,0.03518961393918688,0.46823397705009795,0.22447229536484703,0.6918461538461539
calibrated_logistic,CV01,10,6500,0.3128802448302127,0.11029582491756271,0.9148548058737995,0.9562692176289717,0.6995751062234441,0.04373078237102836,0.3364119787293591,0.1726351194353665,0.6155384615384616
class_weighted_tree,CV01,10,6500,0.7619663233064116,0.11945863403677678,0.9667861617485505,0.0,0.0,1.0,0.0,0.2380830905820518,0.0
a02_exact_rbf_feasibility,CV01,10,6500,0.16261397410789868,0.2113116779309726,0.9380995013372797,0.9648103860608132,0.6279742050255726,0.03518961393918688,0.46823397705009795,0.22447229536484703,0.6918461538461539
calibrated_logistic,CV01,11,6500,0.3128802448302127,0.11029582491756271,0.9148548058737995,0.9562692176289717,0.6995751062234441,0.04373078237102836,0.3364119787293591,0.1726351194353665,0.6155384615384616
class_weighted_tree,CV01,11,6500,0.751271116040656,0.12078922062469312,0.9622922593252683,0.0,0.0,1.0,0.0,0.2301521966651892,0.0
a02_exact_rbf_feasibility,CV01,11,6500,0.16261397410789868,0.2113116779309726,0.9380995013372797,0.9648103860608132,0.6279742050255726,0.03518961393918688,0.46823397705009795,0.22447229536484703,0.6918461538461539
calibrated_logistic,CV01,12,6500,0.3128802448302127,0.11029582491756271,0.9148548058737995,0.9562692176289717,0.6995751062234441,0.04373078237102836,0.3364119787293591,0.1726351194353665,0.6155384615384616
class_weighted_tree,CV01,12,6500,0.7381030200392505,0.1244263380020641,0.9686895060331295,0.0,0.0,1.0,0.0,0.2297619825551561,0.0
a02_exact_rbf_feasibility,CV01,12,6500,0.16261397410789868,0.2113116779309726,0.9380995013372797,0.9648103860608132,0.6279742050255726,0.03518961393918688,0.46823397705009795,0.22447229536484703,0.6918461538461539
calibrated_logistic,CV01,13,6500,0.3128802448302127,0.11029582491756271,0.9148548058737995,0.9562692176289717,0.6995751062234441,0.04373078237102836,0.3364119787293591,0.1726351194353665,0.6155384615384616
class_weighted_tree,CV01,13,6500,0.7394327397080204,0.1600924205074607,0.9501047076013578,0.0,0.0,1.0,0.0,0.2618931804891221,0.0
a02_exact_rbf_feasibility,CV01,13,6500,0.16261397410789868,0.2113116779309726,0.9380995013372797,0.9648103860608132,0.6279742050255726,0.03518961393918688,0.46823397705009795,0.22447229536484703,0.6918461538461539
