outer_fold,seed_index,q,inner_fold,fit_rows,holdout_rows,fit_groups,holdout_groups,group_intersection_count,channel_source,validation_outcomes_used,candidate_weight,candidate_numerator,candidate_denominator,control_weight,control_numerator,control_denominator,weight_source
CV03,11,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,11,6,aggregate,1024,1024,,,,,0,0.5017103290781679,0.27627557928996194,0.5506675132592643,1.0,0.07711332813086486,0.03358474456967661,inner_grouped_out_of_fold_training_predictions
CV03,11,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,11,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,11,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,11,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,11,8,aggregate,1024,1024,,,,,0,0.58969900673114,0.15903317339660888,0.2696853336724654,0.8682214926998126,0.045285461671060984,0.05215888117471243,inner_grouped_out_of_fold_training_predictions
CV03,12,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,12,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,12,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,12,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,12,4,aggregate,1024,1024,,,,,0,0.5313311939697567,0.2081645257771363,0.3917792294893663,1.0,0.04264485790355997,0.04131797902393378,inner_grouped_out_of_fold_training_predictions
CV03,12,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,12,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,12,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,12,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,12,6,aggregate,1024,1024,,,,,0,0.499942767007267,0.2759951490065803,0.5520534893598501,1.0,0.07842680149599296,0.033827352608104516,inner_grouped_out_of_fold_training_predictions
CV03,12,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,12,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,12,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,12,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,12,8,aggregate,1024,1024,,,,,0,0.584939042764565,0.16936134767468725,0.28953674706725696,0.8653023774651761,0.0453589335920109,0.05241974918049542,inner_grouped_out_of_fold_training_predictions
CV03,13,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,13,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,13,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,13,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,13,4,aggregate,1024,1024,,,,,0,0.5313501178180312,0.20823317918922307,0.39189448201183164,1.0,0.04270025385219157,0.04132202775391753,inner_grouped_out_of_fold_training_predictions
CV03,13,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,13,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,13,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,13,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,13,6,aggregate,1024,1024,,,,,0,0.5055821407648267,0.27893561897650015,0.5517117724026729,1.0,0.07853919271921521,0.03397646562021549,inner_grouped_out_of_fold_training_predictions
CV03,13,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,13,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,13,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,13,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,13,8,aggregate,1024,1024,,,,,0,0.5899721489277148,0.15752873228369008,0.26701045561218684,0.8554944575962243,0.04518063093502341,0.05281230115969698,inner_grouped_out_of_fold_training_predictions
CV03,14,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,14,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,14,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,14,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,14,4,aggregate,1024,1024,,,,,0,0.5315620269217383,0.20835211332925474,0.3919619964876279,1.0,0.042704835548356405,0.04129738506566395,inner_grouped_out_of_fold_training_predictions
CV03,14,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,14,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,14,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,14,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,14,6,aggregate,1024,1024,,,,,0,0.5050088341399803,0.27881818818731263,0.5521055659593248,1.0,0.07860711689097077,0.03367636081540914,inner_grouped_out_of_fold_training_predictions
CV03,14,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,14,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,14,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,14,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,14,8,aggregate,1024,1024,,,,,0,0.5841087770135763,0.14751825769625992,0.2525527153529336,0.8655846241923769,0.045467045203057915,0.05252755644253776,inner_grouped_out_of_fold_training_predictions
CV03,15,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,15,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,15,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,15,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,15,4,aggregate,1024,1024,,,,,0,0.5310674165846535,0.20829113925984474,0.39221223662973986,1.0,0.04280469628801732,0.04132872168915845,inner_grouped_out_of_fold_training_predictions
CV03,15,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,15,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,15,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,15,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,15,6,aggregate,1024,1024,,,,,0,0.4984037621545201,0.27496575069016127,0.5516927671282579,1.0,0.07800811288907673,0.033608763183949356,inner_grouped_out_of_fold_training_predictions
CV03,15,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,15,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,15,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,15,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,15,8,aggregate,1024,1024,,,,,0,0.5980621160759692,0.15643140046497006,0.26156380125087086,0.8605271943152887,0.04499192540953756,0.052284141287756866,inner_grouped_out_of_fold_training_predictions
CV03,16,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,16,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,16,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,16,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,16,4,aggregate,1024,1024,,,,,0,0.5311181126155795,0.20824004369881055,0.39207859561274955,1.0,0.04264303994906967,0.041153857609673584,inner_grouped_out_of_fold_training_predictions
CV03,16,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,16,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,16,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,16,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,16,6,aggregate,1024,1024,,,,,0,0.5026173444930457,0.27691317445962094,0.5509423371350695,1.0,0.07794702842100132,0.03348224580741774,inner_grouped_out_of_fold_training_predictions
CV03,16,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,16,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,16,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,16,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,16,8,aggregate,1024,1024,,,,,0,0.5625470585675922,0.14353374184845052,0.25514975087404956,0.8590548393126226,0.045395523905017575,0.05284356926659193,inner_grouped_out_of_fold_training_predictions
CV03,17,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,17,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,17,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,17,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,17,4,aggregate,1024,1024,,,,,0,0.5314504373439761,0.20819516091112272,0.39174896901321093,1.0,0.04264814835987399,0.04132238040204059,inner_grouped_out_of_fold_training_predictions
CV03,17,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,17,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,17,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,17,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,17,6,aggregate,1024,1024,,,,,0,0.49936049244709885,0.27542122038690875,0.5515478788424302,1.0,0.07841228582401233,0.03391071652000918,inner_grouped_out_of_fold_training_predictions
CV03,17,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,17,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,17,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,17,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,17,8,aggregate,1024,1024,,,,,0,0.5532343777718549,0.15519220115013663,0.2805179999391423,0.8662136869222032,0.045678474459006906,0.052733494227400035,inner_grouped_out_of_fold_training_predictions
CV03,18,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,18,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,18,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,18,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,18,4,aggregate,1024,1024,,,,,0,0.5315837414401496,0.20824824829707422,0.3917505974371879,1.0,0.04252501009442483,0.04130207737221183,inner_grouped_out_of_fold_training_predictions
CV03,18,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,18,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,18,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,18,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,18,6,aggregate,1024,1024,,,,,0,0.5048737903427188,0.27815703279656945,0.5509436974491202,1.0,0.07888343205162973,0.03405596969977009,inner_grouped_out_of_fold_training_predictions
CV03,18,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,18,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,18,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,18,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,18,8,aggregate,1024,1024,,,,,0,0.5721082159138359,0.1475998984183093,0.25799297110695407,0.8499552210488154,0.044838636754371365,0.05275411650397539,inner_grouped_out_of_fold_training_predictions
CV03,19,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,19,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,19,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,19,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,19,4,aggregate,1024,1024,,,,,0,0.5312186111073549,0.20819315759744206,0.391916158892573,1.0,0.042651946839188756,0.04126649258971346,inner_grouped_out_of_fold_training_predictions
CV03,19,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,19,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,19,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,19,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,19,6,aggregate,1024,1024,,,,,0,0.508881704724581,0.2795927430765239,0.5494258105188634,1.0,0.07890953987385302,0.03416540444200895,inner_grouped_out_of_fold_training_predictions
CV03,19,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,19,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,19,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,19,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,19,8,aggregate,1024,1024,,,,,0,0.5866886561654595,0.1564944061156831,0.2667418305622533,0.8773020392166437,0.045956739593661394,0.05238417049012774,inner_grouped_out_of_fold_training_predictions
CV03,20,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,20,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,20,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,20,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,20,4,aggregate,1024,1024,,,,,0,0.5313379634969725,0.20811261438924716,0.3916765386376029,1.0,0.04267938116826915,0.04128601080080906,inner_grouped_out_of_fold_training_predictions
CV03,20,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,20,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,20,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,20,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,20,6,aggregate,1024,1024,,,,,0,0.5001413912482378,0.27685635536523934,0.5535561747334481,1.0,0.07822063951932035,0.033871239100946915,inner_grouped_out_of_fold_training_predictions
CV03,20,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,20,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,20,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,20,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,20,8,aggregate,1024,1024,,,,,0,0.5608045798714574,0.14816070812100618,0.26419311367779175,0.851922856732492,0.04507482319060023,0.05290951267991856,inner_grouped_out_of_fold_training_predictions
CV04,1,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,1,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,1,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,1,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,1,4,aggregate,1024,1024,,,,,0,0.0,-0.02765665548307529,0.10382216126117275,1.0,0.04643621571918127,0.02176148285187567,inner_grouped_out_of_fold_training_predictions
CV04,1,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,1,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,1,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,1,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,1,6,aggregate,1024,1024,,,,,0,0.0,-0.06728527700960843,0.18090594172446278,1.0,0.03548762159125796,0.01886929234195614,inner_grouped_out_of_fold_training_predictions
CV04,1,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,1,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,1,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,1,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,1,8,aggregate,1024,1024,,,,,0,0.0,-0.05070192469048146,0.1487966668350282,1.0,0.030281422270775585,0.01793798336420279,inner_grouped_out_of_fold_training_predictions
CV04,2,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,2,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,2,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,2,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,2,4,aggregate,1024,1024,,,,,0,0.0,-0.027646616263653084,0.10384151475510996,1.0,0.04642265690792774,0.021767877531233666,inner_grouped_out_of_fold_training_predictions
CV04,2,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,2,6,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,2,6,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,2,6,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,2,6,aggregate,1024,1024,,,,,0,0.0,-0.06796205247075543,0.18221473057942347,1.0,0.03545018656092022,0.018855747118627086,inner_grouped_out_of_fold_training_predictions
CV04,2,8,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,2,8,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,2,8,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,2,8,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,2,8,aggregate,1024,1024,,,,,0,0.0,-0.0497737378951955,0.1472549622315664,1.0,0.030251509847826857,0.01793226206889158,inner_grouped_out_of_fold_training_predictions
CV04,3,4,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,3,4,2,728,296,G01;G05;G06;G08;G09;G11;G12,G02;G03;G04,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,3,4,3,833,191,G01;G02;G03;G04;G05;G06;G11;G12,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,3,4,4,693,331,G02;G03;G04;G05;G06;G08;G09,G01;G11;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV04,3,4,aggregate,1024,1024,,,,,0,0.0,-0.027634730305202988,0.103880380631103,1.0,0.04643394286238932,0.02175054643748235,inner_grouped_out_of_fold_training_predictions
CV04,3,6,1,818,206,G01;G02;G03;G04;G08;G09;G11;G12,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
