outer_fold,seed_index,q,candidate_id,control_id,fidelity_delta_l2,rbf25_delta_l2,rbf50_delta_l2,candidate_interaction_norm,control_interaction_norm,residual_target_rows,channel_fit_rows,validation_outcomes_used,channel_source
CV04,1,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612685422421,0.7933584902933187,0.8305924234277058,0.6935776055129997,0.20766326294406043,1024,1024,0,same_cross_fitted_c06_residual
CV04,1,6,NIFRK-06-NL,TWO-RBF-06-NL,0.6519753092212238,0.4654781967630601,0.47337815254934085,1.7637306476656323,0.3355333600935675,1024,1024,0,same_cross_fitted_c06_residual
CV04,1,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6888372841337308,0.42818474103814796,0.3546798834241455,0.5660465448082739,0.23674322936140774,1024,1024,0,same_cross_fitted_c06_residual
CV04,2,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612689535354,0.7932463904805547,0.8307227511592437,0.6939562442926654,0.20775318582988633,1024,1024,0,same_cross_fitted_c06_residual
CV04,2,6,NIFRK-06-NL,TWO-RBF-06-NL,0.6520154428276074,0.46507515074023514,0.4701889760261851,1.7403031996109029,0.3346262565231366,1024,1024,0,same_cross_fitted_c06_residual
CV04,2,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6890564004715514,0.42920330827662573,0.3570201875032621,0.5057103197000165,0.2374073558419031,1024,1024,0,same_cross_fitted_c06_residual
CV04,3,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612688813805,0.7930720237343074,0.8299998795166618,0.693930650716003,0.20774979950083775,1024,1024,0,same_cross_fitted_c06_residual
CV04,3,6,NIFRK-06-NL,TWO-RBF-06-NL,0.6531333272085728,0.46516694569077865,0.47145652610778904,1.7468622361843336,0.3344431435536994,1024,1024,0,same_cross_fitted_c06_residual
CV04,3,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6858053558194853,0.42889828874155717,0.35693009355263405,0.5161266837564897,0.2360622364016257,1024,1024,0,same_cross_fitted_c06_residual
CV04,4,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612691436904,0.7918095819471238,0.8280037547643341,0.6937638546537236,0.20750219779774617,1024,1024,0,same_cross_fitted_c06_residual
CV04,4,6,NIFRK-06-NL,TWO-RBF-06-NL,0.652174296848735,0.4658531448847153,0.4731419799376019,1.7381952720365976,0.3339835685831867,1024,1024,0,same_cross_fitted_c06_residual
CV04,4,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6879591681002486,0.42907451568488053,0.35892117252814504,0.5579645036700897,0.2359399551404147,1024,1024,0,same_cross_fitted_c06_residual
CV04,5,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612690368006,0.7932890399724595,0.8304067806737718,0.693832616604342,0.20860873891838327,1024,1024,0,same_cross_fitted_c06_residual
CV04,5,6,NIFRK-06-NL,TWO-RBF-06-NL,0.6517692458433437,0.4655566208968227,0.4707120319236334,1.7629778480841138,0.33422858193646254,1024,1024,0,same_cross_fitted_c06_residual
CV04,5,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6834916555537539,0.4290841862007525,0.3550912882756666,0.5301798342295017,0.23713344867598396,1024,1024,0,same_cross_fitted_c06_residual
CV04,6,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612692287543,0.7933488606116786,0.8305930872507039,0.6938369153884977,0.20822546697158575,1024,1024,0,same_cross_fitted_c06_residual
CV04,6,6,NIFRK-06-NL,TWO-RBF-06-NL,0.652978305976034,0.46559826937418064,0.473052752635399,1.7628857369549773,0.33424796643368965,1024,1024,0,same_cross_fitted_c06_residual
CV04,6,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6872583568973024,0.4282888627579771,0.3556955457015435,0.4898057649761734,0.23535291677351103,1024,1024,0,same_cross_fitted_c06_residual
CV04,7,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612689465992,0.7934300376012614,0.8309491067642987,0.6933074379896538,0.20769853602098992,1024,1024,0,same_cross_fitted_c06_residual
CV04,7,6,NIFRK-06-NL,TWO-RBF-06-NL,0.6519441873455951,0.46535849002018925,0.4743086032632143,1.7624123329829877,0.3347312651470341,1024,1024,0,same_cross_fitted_c06_residual
CV04,7,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6895263538333469,0.42857796071367904,0.3585165509194331,0.517590637956019,0.23777726580348482,1024,1024,0,same_cross_fitted_c06_residual
CV04,8,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612691456735,0.7933667446147709,0.8309820871611944,0.6937074521980087,0.2077596785323526,1024,1024,0,same_cross_fitted_c06_residual
CV04,8,6,NIFRK-06-NL,TWO-RBF-06-NL,0.6526145029291378,0.46610824595904576,0.4729827234562386,1.7466980139180386,0.3354604746670041,1024,1024,0,same_cross_fitted_c06_residual
CV04,8,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6871902052542088,0.4297908973778004,0.35479098531730036,0.5824286380483524,0.23798285868029231,1024,1024,0,same_cross_fitted_c06_residual
CV04,9,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612688783783,0.7934126821738687,0.8310318199029727,0.6938056711396939,0.20903967591307016,1024,1024,0,same_cross_fitted_c06_residual
CV04,9,6,NIFRK-06-NL,TWO-RBF-06-NL,0.6513800802984336,0.4640280191378791,0.46772179596623636,1.7511407304326547,0.3352288107960416,1024,1024,0,same_cross_fitted_c06_residual
CV04,9,8,NIFRK-08-NL,TWO-RBF-08-NL,0.687092635750783,0.42968184503869117,0.3591353023598158,0.5000773896776557,0.236556802449434,1024,1024,0,same_cross_fitted_c06_residual
CV04,10,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612691025921,0.7931183261018443,0.8296201803311567,0.6938224188628951,0.2084745023719054,1024,1024,0,same_cross_fitted_c06_residual
CV04,10,6,NIFRK-06-NL,TWO-RBF-06-NL,0.6527762881877373,0.466327887682416,0.4720307572837907,1.7492699012369803,0.3337693761440848,1024,1024,0,same_cross_fitted_c06_residual
CV04,10,8,NIFRK-08-NL,TWO-RBF-08-NL,0.685976990721436,0.4274218361706709,0.35305478962366743,0.5147612520440021,0.2351855050081,1024,1024,0,same_cross_fitted_c06_residual
CV04,11,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612683674417,0.7925552160917485,0.828719314397896,0.6938588560604807,0.2089044928702618,1024,1024,0,same_cross_fitted_c06_residual
CV04,11,6,NIFRK-06-NL,TWO-RBF-06-NL,0.6520485520299031,0.4674978844350774,0.47398737631711807,1.7469182584251437,0.33394403295298425,1024,1024,0,same_cross_fitted_c06_residual
CV04,11,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6873377539562069,0.4290458900338831,0.3531996647141372,0.541024523400281,0.238085798828281,1024,1024,0,same_cross_fitted_c06_residual
CV04,12,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612692046565,0.7933647988710119,0.8310756291319131,0.6936214397946252,0.20942903056395232,1024,1024,0,same_cross_fitted_c06_residual
CV04,12,6,NIFRK-06-NL,TWO-RBF-06-NL,0.6516525240406491,0.4619513979516082,0.4685970591867891,1.7488292441516364,0.3342015453690509,1024,1024,0,same_cross_fitted_c06_residual
CV04,12,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6865733827231608,0.4322264393925623,0.3628822792678196,0.510732511394081,0.23616237183500421,1024,1024,0,same_cross_fitted_c06_residual
CV04,13,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612687489388,0.7929928597529977,0.8301299670252454,0.694043761543478,0.2079992861720704,1024,1024,0,same_cross_fitted_c06_residual
CV04,13,6,NIFRK-06-NL,TWO-RBF-06-NL,0.652244568650856,0.46565536287552134,0.4724318244370904,1.7491548022190426,0.3333502335163294,1024,1024,0,same_cross_fitted_c06_residual
CV04,13,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6854165573766996,0.42831954235906977,0.3568447523865378,0.5084938323806996,0.23536520857096618,1024,1024,0,same_cross_fitted_c06_residual
CV04,14,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612686494138,0.7932020091622889,0.830214611813019,0.6936638638095017,0.2078151558008018,1024,1024,0,same_cross_fitted_c06_residual
CV04,14,6,NIFRK-06-NL,TWO-RBF-06-NL,0.652814953597694,0.4658850917119509,0.47354571015393854,1.746209709554011,0.3355081482277168,1024,1024,0,same_cross_fitted_c06_residual
CV04,14,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6883430052074904,0.4292278799162712,0.35683836410546604,0.5090905014304808,0.23663344356037863,1024,1024,0,same_cross_fitted_c06_residual
CV04,15,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612689118924,0.7928643388296103,0.828867198091092,0.6927176363039939,0.207183955486458,1024,1024,0,same_cross_fitted_c06_residual
CV04,15,6,NIFRK-06-NL,TWO-RBF-06-NL,0.651862960214943,0.4639308261220998,0.47106514299888097,1.751184600255748,0.33401315062980275,1024,1024,0,same_cross_fitted_c06_residual
CV04,15,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6839613457182869,0.4323678450091299,0.3612949984016918,0.5184887110940385,0.23536817544628671,1024,1024,0,same_cross_fitted_c06_residual
CV04,16,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612688343083,0.7925190838111504,0.8289436172839106,0.6936540528666659,0.2080161754768733,1024,1024,0,same_cross_fitted_c06_residual
CV04,16,6,NIFRK-06-NL,TWO-RBF-06-NL,0.6513598564103088,0.46511500838198366,0.47137607424878447,1.7453248135347772,0.33564198882328045,1024,1024,0,same_cross_fitted_c06_residual
CV04,16,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6884935345351003,0.43081266115091277,0.35990010052753785,0.5153782280341748,0.2356456388858184,1024,1024,0,same_cross_fitted_c06_residual
CV04,17,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612693083722,0.7934507872856402,0.8308436072557104,0.6936523807895385,0.20853799048105864,1024,1024,0,same_cross_fitted_c06_residual
CV04,17,6,NIFRK-06-NL,TWO-RBF-06-NL,0.6526524195658499,0.4650489878253949,0.47208696812603607,1.7477842258632201,0.33420481688597453,1024,1024,0,same_cross_fitted_c06_residual
CV04,17,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6860677725933669,0.42902711718052056,0.3596636381799644,0.5047916095302478,0.23551850610824876,1024,1024,0,same_cross_fitted_c06_residual
CV04,18,4,NIFRK-04-NL,TWO-RBF-04-NL,0.994161268849778,0.7932609437980008,0.8306810057673513,0.693802322543127,0.20795522571616923,1024,1024,0,same_cross_fitted_c06_residual
CV04,18,6,NIFRK-06-NL,TWO-RBF-06-NL,0.6519810905801274,0.4672015135138559,0.4752124099712469,1.7526288287242147,0.333687269817272,1024,1024,0,same_cross_fitted_c06_residual
CV04,18,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6859111672839261,0.4290470232058535,0.35677766204502764,0.5602800595469832,0.23365139764131657,1024,1024,0,same_cross_fitted_c06_residual
CV04,19,4,NIFRK-04-NL,TWO-RBF-04-NL,0.994161268707314,0.7932552784762978,0.8305513053208003,0.694041457022811,0.20829158142788246,1024,1024,0,same_cross_fitted_c06_residual
CV04,19,6,NIFRK-06-NL,TWO-RBF-06-NL,0.6521328381213954,0.46671809522582774,0.47491956528954926,1.7368591021813171,0.3347269041192549,1024,1024,0,same_cross_fitted_c06_residual
CV04,19,8,NIFRK-08-NL,TWO-RBF-08-NL,0.686684883274851,0.4287664771676246,0.35818205849846113,0.5453937292463235,0.23582781317907736,1024,1024,0,same_cross_fitted_c06_residual
CV04,20,4,NIFRK-04-NL,TWO-RBF-04-NL,0.9941612689254781,0.79292744008625,0.8291182526578846,0.6935309151736148,0.2083486869887592,1024,1024,0,same_cross_fitted_c06_residual
CV04,20,6,NIFRK-06-NL,TWO-RBF-06-NL,0.65061357979648,0.4654571787952276,0.47033061428998413,1.7385537551297452,0.3343655822999396,1024,1024,0,same_cross_fitted_c06_residual
CV04,20,8,NIFRK-08-NL,TWO-RBF-08-NL,0.6839158598918192,0.42981828464628213,0.359151526776587,0.5247269964701023,0.23392248342426317,1024,1024,0,same_cross_fitted_c06_residual
CV05,1,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806926632294,0.3441008336141268,0.3195856474208912,0.771366366736706,2.765381524635007,1024,1024,0,same_cross_fitted_c06_residual
CV05,1,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7663230381929942,0.42093737995582864,0.5466118252418781,0.5751110860640771,0.637520144636129,1024,1024,0,same_cross_fitted_c06_residual
CV05,1,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9454162658318538,0.4463365449107496,0.5211244683099253,0.8651576390272199,1.01155653363268,1024,1024,0,same_cross_fitted_c06_residual
CV05,2,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806945162866,0.3435827146226417,0.31901497534738527,0.7709357570741859,2.764340676116498,1024,1024,0,same_cross_fitted_c06_residual
CV05,2,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7644923117621947,0.42176846649266453,0.5467890739619145,0.5851945309773904,0.6470105488766159,1024,1024,0,same_cross_fitted_c06_residual
CV05,2,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9291427873245046,0.4456890504684027,0.5202612145521001,0.851116104214861,0.9660805910134014,1024,1024,0,same_cross_fitted_c06_residual
CV05,3,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806920340365,0.3440156781525722,0.3198868078757356,0.7710194699781847,2.7582892006564075,1024,1024,0,same_cross_fitted_c06_residual
CV05,3,6,NIFRK-06-NL,TWO-RBF-06-NL,0.763977250414514,0.42245685139515465,0.5478584944013278,0.5692260205358052,0.6275587037832674,1024,1024,0,same_cross_fitted_c06_residual
CV05,3,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9431047981779858,0.44588134737863633,0.5193916188743755,0.868224500600601,0.9779649476185406,1024,1024,0,same_cross_fitted_c06_residual
CV05,4,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806942838381,0.3428741360209613,0.3216445311887193,0.7702535087326882,2.7535385055667003,1024,1024,0,same_cross_fitted_c06_residual
CV05,4,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7617239188278478,0.4220721921087035,0.5475891676390903,0.5641422834839878,0.6558959071161822,1024,1024,0,same_cross_fitted_c06_residual
CV05,4,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9431689978460861,0.4456714913913105,0.5194904484770999,0.8970707746432423,0.9873068282683474,1024,1024,0,same_cross_fitted_c06_residual
CV05,5,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806921288253,0.34406683086133133,0.32011942275088273,0.7719131704618576,2.759441613500142,1024,1024,0,same_cross_fitted_c06_residual
CV05,5,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7696744526544037,0.4232134924198344,0.5479813859934171,0.7317220823030764,0.6538380182990937,1024,1024,0,same_cross_fitted_c06_residual
CV05,5,8,NIFRK-08-NL,TWO-RBF-08-NL,0.932545825405161,0.44665181344052857,0.5203634082008834,0.8659978613040743,0.9430378511682329,1024,1024,0,same_cross_fitted_c06_residual
CV05,6,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806918370672,0.3439524311909048,0.3192869169618829,0.7745714594970553,2.751273537884379,1024,1024,0,same_cross_fitted_c06_residual
CV05,6,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7650832956671959,0.4214970178035301,0.5457678305080312,0.566874869934066,0.6254859796393889,1024,1024,0,same_cross_fitted_c06_residual
CV05,6,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9321658919294882,0.44890313207503885,0.5231944628224116,0.9172858519312825,1.0096605626595987,1024,1024,0,same_cross_fitted_c06_residual
CV05,7,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806921118635,0.3436094533541258,0.3198129972378204,0.7734926471280096,2.7531726225672184,1024,1024,0,same_cross_fitted_c06_residual
CV05,7,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7668492135572516,0.42224462640709215,0.5480109846677261,0.5550773211667972,0.6396099283993478,1024,1024,0,same_cross_fitted_c06_residual
CV05,7,8,NIFRK-08-NL,TWO-RBF-08-NL,0.943931117976078,0.4473669140340416,0.5224162377451719,0.9245620288517,0.993242846974674,1024,1024,0,same_cross_fitted_c06_residual
CV05,8,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806918949791,0.34414279572450807,0.31937992551726857,0.7688067933134392,2.761667420759681,1024,1024,0,same_cross_fitted_c06_residual
CV05,8,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7626287650895528,0.4220266428849573,0.5469135179697625,0.5952645565388314,0.6263794571835519,1024,1024,0,same_cross_fitted_c06_residual
CV05,8,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9504190854302692,0.44599816764340316,0.519821470400989,0.8854543144963484,1.013045842578849,1024,1024,0,same_cross_fitted_c06_residual
CV05,9,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806916735186,0.3439700311643391,0.31999671222545933,0.7745553048407499,2.7623531502799863,1024,1024,0,same_cross_fitted_c06_residual
CV05,9,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7626411387925763,0.42185369237504416,0.5475858120799424,0.6286929300653479,0.6432726585216172,1024,1024,0,same_cross_fitted_c06_residual
CV05,9,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9355537513407581,0.44869544612761697,0.5228383266812281,0.8789568807909728,0.9906023704089109,1024,1024,0,same_cross_fitted_c06_residual
CV05,10,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806915960152,0.343435921345104,0.31986806581164073,0.7718926760283443,2.7581695581931616,1024,1024,0,same_cross_fitted_c06_residual
CV05,10,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7652512826480112,0.42206489689204896,0.5474751211080278,0.6161109527028255,0.6320038869041459,1024,1024,0,same_cross_fitted_c06_residual
CV05,10,8,NIFRK-08-NL,TWO-RBF-08-NL,0.94933516589861,0.44872519040390985,0.5208229243673578,0.8340341644740644,0.9890756608008429,1024,1024,0,same_cross_fitted_c06_residual
CV05,11,4,NIFRK-04-NL,TWO-RBF-04-NL,0.558180692263435,0.3437242683843078,0.3203124379771169,0.7735411614113867,2.7562119061405337,1024,1024,0,same_cross_fitted_c06_residual
CV05,11,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7651596563543255,0.4222815601766347,0.5484673215339921,0.6816492088118405,0.6378384800645636,1024,1024,0,same_cross_fitted_c06_residual
CV05,11,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9487547012275523,0.44866065297772983,0.5218500786877303,0.9767448110838728,0.9854064291875121,1024,1024,0,same_cross_fitted_c06_residual
CV05,12,4,NIFRK-04-NL,TWO-RBF-04-NL,0.55818069151913,0.3434579973065881,0.31977976378069023,0.7742690695881584,2.7693256123367536,1024,1024,0,same_cross_fitted_c06_residual
CV05,12,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7707209960950234,0.42322355396430683,0.5476341143984472,0.5931132804796484,0.6521590418833407,1024,1024,0,same_cross_fitted_c06_residual
CV05,12,8,NIFRK-08-NL,TWO-RBF-08-NL,0.944641501824517,0.4458527680756472,0.5199867497089952,0.9118806914463307,0.9697967800964797,1024,1024,0,same_cross_fitted_c06_residual
CV05,13,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806919051667,0.34394696024417065,0.3189411872941947,0.7748713817345115,2.7496973565859784,1024,1024,0,same_cross_fitted_c06_residual
CV05,13,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7618625087654506,0.4212309092586657,0.5474376061059407,0.5109401705213701,0.6525577872052624,1024,1024,0,same_cross_fitted_c06_residual
CV05,13,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9471246201779754,0.44567677992061894,0.519908332431357,0.8843398645418048,0.9621003203519839,1024,1024,0,same_cross_fitted_c06_residual
CV05,14,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806915359393,0.3439824762005723,0.3199359358728574,0.7683842538712813,2.7495352063321343,1024,1024,0,same_cross_fitted_c06_residual
CV05,14,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7602142413378811,0.4215862030665384,0.5477283664622797,0.5632568128258878,0.6314895367521208,1024,1024,0,same_cross_fitted_c06_residual
CV05,14,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9336529871991274,0.44542135464730226,0.5195043820338857,0.8817919271282283,0.9962114467168958,1024,1024,0,same_cross_fitted_c06_residual
CV05,15,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806915611565,0.3441261310342314,0.31972211537391654,0.7725425967027354,2.7646001382834067,1024,1024,0,same_cross_fitted_c06_residual
CV05,15,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7642134613036249,0.4218537665015178,0.5470746437980483,0.5874720640274603,0.6417667613443487,1024,1024,0,same_cross_fitted_c06_residual
CV05,15,8,NIFRK-08-NL,TWO-RBF-08-NL,0.95361353108278,0.4483016109138231,0.5219896816406405,0.9221108819382517,0.9805989887337858,1024,1024,0,same_cross_fitted_c06_residual
CV05,16,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806920967423,0.34351558895033363,0.3193237079920075,0.7733192322869703,2.758289772952601,1024,1024,0,same_cross_fitted_c06_residual
CV05,16,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7622346446371047,0.4217432868057243,0.5472419018778952,0.6798662399691059,0.6475859733240684,1024,1024,0,same_cross_fitted_c06_residual
CV05,16,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9459345728355453,0.44671955718972367,0.519472196282771,0.9207957747348173,1.0142628543067522,1024,1024,0,same_cross_fitted_c06_residual
CV05,17,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806915406962,0.34286206154609744,0.31838145058379985,0.772483214312132,2.761767701422189,1024,1024,0,same_cross_fitted_c06_residual
CV05,17,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7621754803428927,0.42131592080148245,0.5474014774009469,0.5935615507748058,0.6555522541314526,1024,1024,0,same_cross_fitted_c06_residual
CV05,17,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9450066562620215,0.44597667488929515,0.5197824691312694,0.8842877525842017,0.9826359972538915,1024,1024,0,same_cross_fitted_c06_residual
CV05,18,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806914355955,0.3435046999089404,0.31909401780540103,0.7680095111921861,2.7542100182220994,1024,1024,0,same_cross_fitted_c06_residual
CV05,18,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7609288014826121,0.4234176465565547,0.5488979366224406,0.6590908465012522,0.6432854651484105,1024,1024,0,same_cross_fitted_c06_residual
CV05,18,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9481103858661862,0.44546903723883235,0.5195494876551062,0.8802212137212886,0.9722727572732595,1024,1024,0,same_cross_fitted_c06_residual
CV05,19,4,NIFRK-04-NL,TWO-RBF-04-NL,0.558180691725855,0.34433270502451363,0.32081384680341923,0.7745443762767593,2.7568274577180554,1024,1024,0,same_cross_fitted_c06_residual
CV05,19,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7660441074025296,0.4221910140823306,0.5470396052783151,0.6436347702737606,0.6599995248469367,1024,1024,0,same_cross_fitted_c06_residual
CV05,19,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9335618058326027,0.44613375718654247,0.5185884169505867,0.8779028086230988,0.9430365713608408,1024,1024,0,same_cross_fitted_c06_residual
CV05,20,4,NIFRK-04-NL,TWO-RBF-04-NL,0.5581806914344338,0.34277579663137586,0.31965530462377706,0.7745099578637117,2.762531042950454,1024,1024,0,same_cross_fitted_c06_residual
CV05,20,6,NIFRK-06-NL,TWO-RBF-06-NL,0.7629702800655551,0.42414635554966307,0.5489745103590522,0.5618140246486754,0.6354533959161577,1024,1024,0,same_cross_fitted_c06_residual
CV05,20,8,NIFRK-08-NL,TWO-RBF-08-NL,0.9451561780929688,0.4490875578105362,0.5239861327825078,0.8852357287509525,0.9865177410009159,1024,1024,0,same_cross_fitted_c06_residual
