outer_fold,seed_index,q,eta,candidate_id,control_id,fidelity_delta_l2,rbf25_delta_l2,rbf50_delta_l2,residual_target_rows,channel_fit_rows,validation_outcomes_used,channel_source
CV02,16,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7233947231119089,1.0180065556692661,1.0879347262113168,1024,1024,0,same_cross_fitted_c06_residual
CV02,16,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7233947231119089,1.0180065556692661,1.0879347262113168,1024,1024,0,same_cross_fitted_c06_residual
CV02,16,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7233947231119089,1.0180065556692661,1.0879347262113168,1024,1024,0,same_cross_fitted_c06_residual
CV02,16,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5365021856880002,0.772325327515817,0.742434751529578,1024,1024,0,same_cross_fitted_c06_residual
CV02,16,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5365021856880002,0.772325327515817,0.742434751529578,1024,1024,0,same_cross_fitted_c06_residual
CV02,16,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5365021856880002,0.772325327515817,0.742434751529578,1024,1024,0,same_cross_fitted_c06_residual
CV02,17,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369868263344,1.5035519776274502,1.7506855538107753,1024,1024,0,same_cross_fitted_c06_residual
CV02,17,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369868263344,1.5035519776274502,1.7506855538107753,1024,1024,0,same_cross_fitted_c06_residual
CV02,17,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369868263344,1.5035519776274502,1.7506855538107753,1024,1024,0,same_cross_fitted_c06_residual
CV02,17,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.722440022732433,1.0180968826885548,1.0886378339789913,1024,1024,0,same_cross_fitted_c06_residual
CV02,17,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.722440022732433,1.0180968826885548,1.0886378339789913,1024,1024,0,same_cross_fitted_c06_residual
CV02,17,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.722440022732433,1.0180968826885548,1.0886378339789913,1024,1024,0,same_cross_fitted_c06_residual
CV02,17,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5430533936511345,0.7722577574077267,0.7424356401462613,1024,1024,0,same_cross_fitted_c06_residual
CV02,17,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5430533936511345,0.7722577574077267,0.7424356401462613,1024,1024,0,same_cross_fitted_c06_residual
CV02,17,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5430533936511345,0.7722577574077267,0.7424356401462613,1024,1024,0,same_cross_fitted_c06_residual
CV02,18,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369861766952,1.5035657181308246,1.7506530966053846,1024,1024,0,same_cross_fitted_c06_residual
CV02,18,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369861766952,1.5035657181308246,1.7506530966053846,1024,1024,0,same_cross_fitted_c06_residual
CV02,18,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369861766952,1.5035657181308246,1.7506530966053846,1024,1024,0,same_cross_fitted_c06_residual
CV02,18,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.730630300523765,1.0181340480777337,1.0880754931795467,1024,1024,0,same_cross_fitted_c06_residual
CV02,18,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.730630300523765,1.0181340480777337,1.0880754931795467,1024,1024,0,same_cross_fitted_c06_residual
CV02,18,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.730630300523765,1.0181340480777337,1.0880754931795467,1024,1024,0,same_cross_fitted_c06_residual
CV02,18,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5423201298277571,0.7725694593022697,0.7429425343616469,1024,1024,0,same_cross_fitted_c06_residual
CV02,18,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5423201298277571,0.7725694593022697,0.7429425343616469,1024,1024,0,same_cross_fitted_c06_residual
CV02,18,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5423201298277571,0.7725694593022697,0.7429425343616469,1024,1024,0,same_cross_fitted_c06_residual
CV02,19,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369859450511,1.503567917773011,1.7506075219335053,1024,1024,0,same_cross_fitted_c06_residual
CV02,19,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369859450511,1.503567917773011,1.7506075219335053,1024,1024,0,same_cross_fitted_c06_residual
CV02,19,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369859450511,1.503567917773011,1.7506075219335053,1024,1024,0,same_cross_fitted_c06_residual
CV02,19,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.713163708169445,1.018053698114751,1.088038158761809,1024,1024,0,same_cross_fitted_c06_residual
CV02,19,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.713163708169445,1.018053698114751,1.088038158761809,1024,1024,0,same_cross_fitted_c06_residual
CV02,19,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.713163708169445,1.018053698114751,1.088038158761809,1024,1024,0,same_cross_fitted_c06_residual
CV02,19,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5471342348741234,0.772507733256855,0.7423479967465524,1024,1024,0,same_cross_fitted_c06_residual
CV02,19,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5471342348741234,0.772507733256855,0.7423479967465524,1024,1024,0,same_cross_fitted_c06_residual
CV02,19,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5471342348741234,0.772507733256855,0.7423479967465524,1024,1024,0,same_cross_fitted_c06_residual
CV02,20,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.9511369846278097,1.5035474217799953,1.7507494772627268,1024,1024,0,same_cross_fitted_c06_residual
CV02,20,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.9511369846278097,1.5035474217799953,1.7507494772627268,1024,1024,0,same_cross_fitted_c06_residual
CV02,20,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.9511369846278097,1.5035474217799953,1.7507494772627268,1024,1024,0,same_cross_fitted_c06_residual
CV02,20,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.7208516701241,1.0180569556047026,1.088225725852334,1024,1024,0,same_cross_fitted_c06_residual
CV02,20,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.7208516701241,1.0180569556047026,1.088225725852334,1024,1024,0,same_cross_fitted_c06_residual
CV02,20,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.7208516701241,1.0180569556047026,1.088225725852334,1024,1024,0,same_cross_fitted_c06_residual
CV02,20,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,0.5522631090702679,0.7727268951454842,0.7429727543137998,1024,1024,0,same_cross_fitted_c06_residual
CV02,20,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,0.5522631090702679,0.7727268951454842,0.7429727543137998,1024,1024,0,same_cross_fitted_c06_residual
CV02,20,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,0.5522631090702679,0.7727268951454842,0.7429727543137998,1024,1024,0,same_cross_fitted_c06_residual
CV03,1,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.7440943183276472,2.0645490488184164,2.149558130767979,1024,1024,0,same_cross_fitted_c06_residual
CV03,1,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.7440943183276472,2.0645490488184164,2.149558130767979,1024,1024,0,same_cross_fitted_c06_residual
CV03,1,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.7440943183276472,2.0645490488184164,2.149558130767979,1024,1024,0,same_cross_fitted_c06_residual
CV03,1,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.3157116295222786,1.6696748856326233,1.5843856236810205,1024,1024,0,same_cross_fitted_c06_residual
CV03,1,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.3157116295222786,1.6696748856326233,1.5843856236810205,1024,1024,0,same_cross_fitted_c06_residual
CV03,1,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.3157116295222786,1.6696748856326233,1.5843856236810205,1024,1024,0,same_cross_fitted_c06_residual
CV03,1,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.446579332631303,1.702266922548048,1.6942983750372242,1024,1024,0,same_cross_fitted_c06_residual
CV03,1,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.446579332631303,1.702266922548048,1.6942983750372242,1024,1024,0,same_cross_fitted_c06_residual
CV03,1,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.446579332631303,1.702266922548048,1.6942983750372242,1024,1024,0,same_cross_fitted_c06_residual
CV03,2,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.7440943185285034,2.064265412711986,2.149194497427969,1024,1024,0,same_cross_fitted_c06_residual
CV03,2,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.7440943185285034,2.064265412711986,2.149194497427969,1024,1024,0,same_cross_fitted_c06_residual
CV03,2,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.7440943185285034,2.064265412711986,2.149194497427969,1024,1024,0,same_cross_fitted_c06_residual
CV03,2,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.3367973165277005,1.6683411237204708,1.5809039131040807,1024,1024,0,same_cross_fitted_c06_residual
CV03,2,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.3367973165277005,1.6683411237204708,1.5809039131040807,1024,1024,0,same_cross_fitted_c06_residual
CV03,2,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.3367973165277005,1.6683411237204708,1.5809039131040807,1024,1024,0,same_cross_fitted_c06_residual
CV03,2,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.436178783645928,1.7042175910789061,1.695648781765034,1024,1024,0,same_cross_fitted_c06_residual
CV03,2,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.436178783645928,1.7042175910789061,1.695648781765034,1024,1024,0,same_cross_fitted_c06_residual
CV03,2,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.436178783645928,1.7042175910789061,1.695648781765034,1024,1024,0,same_cross_fitted_c06_residual
CV03,3,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.7440943182986637,2.0570111931827295,2.140983349228373,1024,1024,0,same_cross_fitted_c06_residual
CV03,3,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.7440943182986637,2.0570111931827295,2.140983349228373,1024,1024,0,same_cross_fitted_c06_residual
CV03,3,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.7440943182986637,2.0570111931827295,2.140983349228373,1024,1024,0,same_cross_fitted_c06_residual
CV03,3,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.3244288065682241,1.6685887244520068,1.582324217608943,1024,1024,0,same_cross_fitted_c06_residual
CV03,3,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.3244288065682241,1.6685887244520068,1.582324217608943,1024,1024,0,same_cross_fitted_c06_residual
CV03,3,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.3244288065682241,1.6685887244520068,1.582324217608943,1024,1024,0,same_cross_fitted_c06_residual
CV03,3,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.4385915115428327,1.7030530156870107,1.6936105272774116,1024,1024,0,same_cross_fitted_c06_residual
CV03,3,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.4385915115428327,1.7030530156870107,1.6936105272774116,1024,1024,0,same_cross_fitted_c06_residual
CV03,3,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.4385915115428327,1.7030530156870107,1.6936105272774116,1024,1024,0,same_cross_fitted_c06_residual
CV03,4,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.7440943182520197,2.0625854825508445,2.149422215028954,1024,1024,0,same_cross_fitted_c06_residual
CV03,4,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.7440943182520197,2.0625854825508445,2.149422215028954,1024,1024,0,same_cross_fitted_c06_residual
CV03,4,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.7440943182520197,2.0625854825508445,2.149422215028954,1024,1024,0,same_cross_fitted_c06_residual
CV03,4,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.3408532284159522,1.676216625408079,1.593188973376951,1024,1024,0,same_cross_fitted_c06_residual
CV03,4,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.3408532284159522,1.676216625408079,1.593188973376951,1024,1024,0,same_cross_fitted_c06_residual
CV03,4,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.3408532284159522,1.676216625408079,1.593188973376951,1024,1024,0,same_cross_fitted_c06_residual
CV03,4,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.4137719348322964,1.7043627073706373,1.6943671813367436,1024,1024,0,same_cross_fitted_c06_residual
CV03,4,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.4137719348322964,1.7043627073706373,1.6943671813367436,1024,1024,0,same_cross_fitted_c06_residual
CV03,4,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.4137719348322964,1.7043627073706373,1.6943671813367436,1024,1024,0,same_cross_fitted_c06_residual
CV03,5,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.7440943190022706,2.0654840551889677,2.153595799180763,1024,1024,0,same_cross_fitted_c06_residual
CV03,5,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.7440943190022706,2.0654840551889677,2.153595799180763,1024,1024,0,same_cross_fitted_c06_residual
CV03,5,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.7440943190022706,2.0654840551889677,2.153595799180763,1024,1024,0,same_cross_fitted_c06_residual
CV03,5,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.3304065508380296,1.6753631801976052,1.5907150154736016,1024,1024,0,same_cross_fitted_c06_residual
CV03,5,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.3304065508380296,1.6753631801976052,1.5907150154736016,1024,1024,0,same_cross_fitted_c06_residual
CV03,5,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.3304065508380296,1.6753631801976052,1.5907150154736016,1024,1024,0,same_cross_fitted_c06_residual
CV03,5,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.4158198642771065,1.7054451519372011,1.6894918442792837,1024,1024,0,same_cross_fitted_c06_residual
CV03,5,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.4158198642771065,1.7054451519372011,1.6894918442792837,1024,1024,0,same_cross_fitted_c06_residual
CV03,5,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.4158198642771065,1.7054451519372011,1.6894918442792837,1024,1024,0,same_cross_fitted_c06_residual
CV03,6,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.7440943184645243,2.05310937378228,2.1395758025669926,1024,1024,0,same_cross_fitted_c06_residual
CV03,6,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.7440943184645243,2.05310937378228,2.1395758025669926,1024,1024,0,same_cross_fitted_c06_residual
CV03,6,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.7440943184645243,2.05310937378228,2.1395758025669926,1024,1024,0,same_cross_fitted_c06_residual
CV03,6,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.303442438722812,1.6682402577701272,1.5836101953591393,1024,1024,0,same_cross_fitted_c06_residual
CV03,6,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.303442438722812,1.6682402577701272,1.5836101953591393,1024,1024,0,same_cross_fitted_c06_residual
CV03,6,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.303442438722812,1.6682402577701272,1.5836101953591393,1024,1024,0,same_cross_fitted_c06_residual
CV03,6,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.4317437634033745,1.701839441678542,1.6925689712846343,1024,1024,0,same_cross_fitted_c06_residual
CV03,6,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.4317437634033745,1.701839441678542,1.6925689712846343,1024,1024,0,same_cross_fitted_c06_residual
CV03,6,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.4317437634033745,1.701839441678542,1.6925689712846343,1024,1024,0,same_cross_fitted_c06_residual
CV03,7,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.7440943189067148,2.0623921014503392,2.146831408230648,1024,1024,0,same_cross_fitted_c06_residual
CV03,7,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.7440943189067148,2.0623921014503392,2.146831408230648,1024,1024,0,same_cross_fitted_c06_residual
CV03,7,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.7440943189067148,2.0623921014503392,2.146831408230648,1024,1024,0,same_cross_fitted_c06_residual
CV03,7,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.3280969498499597,1.6758923678711777,1.5908120132535468,1024,1024,0,same_cross_fitted_c06_residual
CV03,7,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.3280969498499597,1.6758923678711777,1.5908120132535468,1024,1024,0,same_cross_fitted_c06_residual
CV03,7,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.3280969498499597,1.6758923678711777,1.5908120132535468,1024,1024,0,same_cross_fitted_c06_residual
CV03,7,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.4012983760644,1.7055782586568948,1.6962994808594574,1024,1024,0,same_cross_fitted_c06_residual
CV03,7,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.4012983760644,1.7055782586568948,1.6962994808594574,1024,1024,0,same_cross_fitted_c06_residual
CV03,7,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.4012983760644,1.7055782586568948,1.6962994808594574,1024,1024,0,same_cross_fitted_c06_residual
CV03,8,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.7440943179893604,2.0597283475876846,2.141579735486533,1024,1024,0,same_cross_fitted_c06_residual
CV03,8,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.7440943179893604,2.0597283475876846,2.141579735486533,1024,1024,0,same_cross_fitted_c06_residual
CV03,8,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.7440943179893604,2.0597283475876846,2.141579735486533,1024,1024,0,same_cross_fitted_c06_residual
CV03,8,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.3299042242508725,1.6693005324681673,1.5885187464173156,1024,1024,0,same_cross_fitted_c06_residual
CV03,8,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.3299042242508725,1.6693005324681673,1.5885187464173156,1024,1024,0,same_cross_fitted_c06_residual
CV03,8,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.3299042242508725,1.6693005324681673,1.5885187464173156,1024,1024,0,same_cross_fitted_c06_residual
CV03,8,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.4141344657484507,1.7031611462030425,1.6935627665380055,1024,1024,0,same_cross_fitted_c06_residual
CV03,8,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.4141344657484507,1.7031611462030425,1.6935627665380055,1024,1024,0,same_cross_fitted_c06_residual
CV03,8,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.4141344657484507,1.7031611462030425,1.6935627665380055,1024,1024,0,same_cross_fitted_c06_residual
CV03,9,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.7440943187166051,2.062986528026841,2.14263033302666,1024,1024,0,same_cross_fitted_c06_residual
CV03,9,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.7440943187166051,2.062986528026841,2.14263033302666,1024,1024,0,same_cross_fitted_c06_residual
CV03,9,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.7440943187166051,2.062986528026841,2.14263033302666,1024,1024,0,same_cross_fitted_c06_residual
CV03,9,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.3224083857630355,1.669428874604717,1.5880937806532387,1024,1024,0,same_cross_fitted_c06_residual
CV03,9,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.3224083857630355,1.669428874604717,1.5880937806532387,1024,1024,0,same_cross_fitted_c06_residual
CV03,9,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.3224083857630355,1.669428874604717,1.5880937806532387,1024,1024,0,same_cross_fitted_c06_residual
CV03,9,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.4108617897836941,1.7093296002801328,1.7042572554597708,1024,1024,0,same_cross_fitted_c06_residual
CV03,9,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.4108617897836941,1.7093296002801328,1.7042572554597708,1024,1024,0,same_cross_fitted_c06_residual
CV03,9,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.4108617897836941,1.7093296002801328,1.7042572554597708,1024,1024,0,same_cross_fitted_c06_residual
CV03,10,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.7440943180213806,2.061796588006964,2.1487357746591873,1024,1024,0,same_cross_fitted_c06_residual
CV03,10,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.7440943180213806,2.061796588006964,2.1487357746591873,1024,1024,0,same_cross_fitted_c06_residual
CV03,10,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.7440943180213806,2.061796588006964,2.1487357746591873,1024,1024,0,same_cross_fitted_c06_residual
CV03,10,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.3117422392440934,1.6691077515485027,1.5888686742013318,1024,1024,0,same_cross_fitted_c06_residual
CV03,10,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.3117422392440934,1.6691077515485027,1.5888686742013318,1024,1024,0,same_cross_fitted_c06_residual
CV03,10,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.3117422392440934,1.6691077515485027,1.5888686742013318,1024,1024,0,same_cross_fitted_c06_residual
CV03,10,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.4132930726854172,1.7075869189321924,1.694353460920916,1024,1024,0,same_cross_fitted_c06_residual
CV03,10,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.4132930726854172,1.7075869189321924,1.694353460920916,1024,1024,0,same_cross_fitted_c06_residual
CV03,10,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.4132930726854172,1.7075869189321924,1.694353460920916,1024,1024,0,same_cross_fitted_c06_residual
CV03,11,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.744094318128271,2.0670893432158195,2.153897133918213,1024,1024,0,same_cross_fitted_c06_residual
CV03,11,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.744094318128271,2.0670893432158195,2.153897133918213,1024,1024,0,same_cross_fitted_c06_residual
CV03,11,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.744094318128271,2.0670893432158195,2.153897133918213,1024,1024,0,same_cross_fitted_c06_residual
CV03,11,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.3300340160337614,1.6702513479424228,1.5872285149385539,1024,1024,0,same_cross_fitted_c06_residual
CV03,11,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.3300340160337614,1.6702513479424228,1.5872285149385539,1024,1024,0,same_cross_fitted_c06_residual
CV03,11,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.3300340160337614,1.6702513479424228,1.5872285149385539,1024,1024,0,same_cross_fitted_c06_residual
CV03,11,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.4400615403745924,1.7055171254105332,1.7029976658680974,1024,1024,0,same_cross_fitted_c06_residual
CV03,11,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.4400615403745924,1.7055171254105332,1.7029976658680974,1024,1024,0,same_cross_fitted_c06_residual
CV03,11,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.4400615403745924,1.7055171254105332,1.7029976658680974,1024,1024,0,same_cross_fitted_c06_residual
CV03,12,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.7440943183286586,2.055936121787805,2.139123166983763,1024,1024,0,same_cross_fitted_c06_residual
CV03,12,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.7440943183286586,2.055936121787805,2.139123166983763,1024,1024,0,same_cross_fitted_c06_residual
CV03,12,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.7440943183286586,2.055936121787805,2.139123166983763,1024,1024,0,same_cross_fitted_c06_residual
CV03,12,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.313965443295526,1.6707119659916179,1.5864522321645613,1024,1024,0,same_cross_fitted_c06_residual
CV03,12,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.313965443295526,1.6707119659916179,1.5864522321645613,1024,1024,0,same_cross_fitted_c06_residual
CV03,12,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.313965443295526,1.6707119659916179,1.5864522321645613,1024,1024,0,same_cross_fitted_c06_residual
CV03,12,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.4339769165521632,1.7023117398292655,1.6973518552600766,1024,1024,0,same_cross_fitted_c06_residual
CV03,12,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.4339769165521632,1.7023117398292655,1.6973518552600766,1024,1024,0,same_cross_fitted_c06_residual
CV03,12,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.4339769165521632,1.7023117398292655,1.6973518552600766,1024,1024,0,same_cross_fitted_c06_residual
CV03,13,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.7440943184663633,2.0596282112246724,2.143287873696083,1024,1024,0,same_cross_fitted_c06_residual
CV03,13,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.7440943184663633,2.0596282112246724,2.143287873696083,1024,1024,0,same_cross_fitted_c06_residual
CV03,13,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.7440943184663633,2.0596282112246724,2.143287873696083,1024,1024,0,same_cross_fitted_c06_residual
CV03,13,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.3235136567986707,1.6702926870762276,1.5858923650050032,1024,1024,0,same_cross_fitted_c06_residual
CV03,13,6,0.5,HEFRK-06-E050,TWO-RBF-06-E050,1.3235136567986707,1.6702926870762276,1.5858923650050032,1024,1024,0,same_cross_fitted_c06_residual
CV03,13,6,0.75,HEFRK-06-E075,TWO-RBF-06-E075,1.3235136567986707,1.6702926870762276,1.5858923650050032,1024,1024,0,same_cross_fitted_c06_residual
CV03,13,8,0.25,HEFRK-08-E025,TWO-RBF-08-E025,1.4274184437696191,1.7043779571156101,1.7046561471694066,1024,1024,0,same_cross_fitted_c06_residual
CV03,13,8,0.5,HEFRK-08-E050,TWO-RBF-08-E050,1.4274184437696191,1.7043779571156101,1.7046561471694066,1024,1024,0,same_cross_fitted_c06_residual
CV03,13,8,0.75,HEFRK-08-E075,TWO-RBF-08-E075,1.4274184437696191,1.7043779571156101,1.7046561471694066,1024,1024,0,same_cross_fitted_c06_residual
CV03,14,4,0.25,HEFRK-04-E025,TWO-RBF-04-E025,1.7440943189763667,2.063306292952324,2.1491189574423366,1024,1024,0,same_cross_fitted_c06_residual
CV03,14,4,0.5,HEFRK-04-E050,TWO-RBF-04-E050,1.7440943189763667,2.063306292952324,2.1491189574423366,1024,1024,0,same_cross_fitted_c06_residual
CV03,14,4,0.75,HEFRK-04-E075,TWO-RBF-04-E075,1.7440943189763667,2.063306292952324,2.1491189574423366,1024,1024,0,same_cross_fitted_c06_residual
CV03,14,6,0.25,HEFRK-06-E025,TWO-RBF-06-E025,1.330282790096048,1.6757475874197676,1.5921780893975244,1024,1024,0,same_cross_fitted_c06_residual
