outer_fold,seed_index,config_id,fit_rows,fit_features,validation_rows,projection_components,projection_hash,conditioning_feature,gate_source,validation_outcomes_used
CV04,19,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,19,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,20,AGEFRK-04-ADAPT,1024,5,6500,4,12d2e3945508d7204f113b0e0f9281d7dc840129992e2fd5e2a5c9d18c088fa4,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,20,AGEFRK-06-ADAPT,1024,7,6500,6,069a91f78b338892551c5d9feb4d1d2e46678bcd6dbc08f182b83bb8511cdf17,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV04,20,AGEFRK-08-ADAPT,1024,9,6500,8,e1f099724204f2dd377e0217effc8e97be046b0cc8f3709fd9eaa7f2036d6a42,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,1,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,1,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,1,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,2,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,2,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,2,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,3,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,3,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,3,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,4,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,4,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,4,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,5,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,5,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,5,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,6,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,6,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,6,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,7,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,7,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,7,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,8,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,8,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,8,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,9,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,9,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,9,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,10,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,10,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,10,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,11,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,11,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,11,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,12,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,12,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,12,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,13,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,13,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,13,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,14,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,14,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,14,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,15,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,15,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,15,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,16,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,16,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,16,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,17,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,17,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,17,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,18,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,18,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,18,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,19,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,19,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,19,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,20,AGEFRK-04-ADAPT,1024,5,6500,4,5d3b4478cddeda050d813a0804baae84f898b212c3154547f2394a7a38fda4e7,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,20,AGEFRK-06-ADAPT,1024,7,6500,6,1f4942940af801409b5105a0d2c8afa46a7367a97a307e36486ae8b688e48a12,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
CV05,20,AGEFRK-08-ADAPT,1024,9,6500,8,e771423d8c90f7e0f25fa84b172ab5069e3107d6b457de8cb8493cf6e49a3a32,cross_fitted_c06_train_outer_c06_validation,outer_fold_c06_feasibility_probability,0
